loan_id,customer_id,loan_amount,loan_type,status,applied_date
LN10155,CUST5669,902009.04,Auto,Approved,2023-12-04 07:21:32
LN10156,CUST3508,746224.76,Personal,Rejected,2022-10-18 08:11:21
LN10157,CUST5617,422322.42,Education,Approved,2024-03-26 08:04:08
LN10158,CUST5365,99694.21,Personal,Rejected,2023-06-13 03:26:53
LN10159,CUST2262,282700.98,Education,Pending,2025-10-06 14:14:48
LN10160,CUST1143,691766.13,Auto,Approved,2024-10-01 23:47:31
LN10161,CUST1490,774008.25,Education,Rejected,2024-10-31 18:36:32
LN10162,CUST3634,933393.3,Education,Pending,2023-04-13 02:49:47
LN10163,CUST1305,750385.51,Personal,Pending,2025-03-28 12:26:08
LN10164,CUST4314,671533.91,Education,Approved,2023-11-28 05:26:05
LN10165,CUST4613,925856.48,Auto,Pending,2024-03-22 09:53:07
LN10166,CUST4891,383343.03,Education,Rejected,2025-03-30 22:34:27
LN10167,CUST4559,855866.71,Home,Approved,2024-07-29 10:39:46
LN10168,CUST2642,750318.49,Home,Rejected,2023-04-28 15:46:35
LN10169,CUST4982,453971.04,Auto,Approved,2022-04-22 01:18:16
LN10170,CUST1012,599362.29,Home,Approved,2022-02-08 13:00:30
LN10171,CUST3288,235119.94,Home,Rejected,2025-09-13 09:01:08
LN10172,CUST1170,138643.11,Personal,Approved,2024-07-24 23:42:54
LN10173,CUST2018,322387.51,Education,Rejected,2024-01-19 00:29:55
LN10174,CUST2402,348658.03,Home,Approved,2024-02-06 06:53:17
LN10175,CUST4421,567335.02,Personal,Approved,2025-08-25 03:37:27
LN10176,CUST4463,182290.75,Personal,Rejected,2022-08-05 10:32:44
LN10177,CUST3554,190480.82,Personal,Approved,2025-08-26 19:18:44
LN10178,CUST5683,107953.46,Personal,Pending,2024-07-12 16:13:07
LN10179,CUST2597,985555.22,Home,Pending,2025-03-11 07:28:39
LN10180,CUST3176,422156.28,Auto,Pending,2024-01-06 05:59:41
LN10181,CUST5701,211756.57,Auto,Pending,2022-05-08 20:35:27
LN10182,CUST2513,950537.24,Education,Approved,2022-12-26 08:37:35
LN10183,CUST1246,123965.7,Home,Rejected,2022-01-18 06:33:50
LN10184,CUST5380,115599.98,Personal,Approved,2025-02-08 05:34:16
LN10185,CUST5087,999458.69,Home,Pending,2025-01-22 09:10:28
LN10186,CUST3266,486629.21,Auto,Rejected,2025-01-11 12:59:18
LN10187,CUST2898,473146.76,Personal,Approved,2023-09-08 04:38:35
LN10188,CUST4419,339331.76,Home,Approved,2024-10-15 17:36:37
LN10189,CUST3308,531599.21,Home,Rejected,2025-08-13 17:40:36
LN10190,CUST3537,802076.31,Personal,Approved,2023-09-04 05:17:14
LN10191,CUST5983,897330.64,Education,Approved,2023-10-16 16:29:49
LN10192,CUST2774,721931.39,Auto,Approved,2023-12-24 21:58:17
LN10193,CUST5827,145633.84,Education,Pending,2024-12-13 09:32:37
LN10194,CUST2905,357944.24,Auto,Pending,2024-05-30 20:49:06
LN10195,CUST2211,955367.53,Education,Pending,2025-03-21 00:42:34
LN10196,CUST1091,465277.18,Personal,Pending,2024-05-13 10:44:00
LN10197,CUST5998,904508.63,Auto,Pending,2024-10-09 15:55:50
LN10198,CUST2328,709809.94,Education,Approved,2022-07-04 16:23:14
LN10199,CUST4880,235949.69,Auto,Approved,2022-09-26 21:00:05
LN10200,CUST4747,919925.19,Auto,Approved,2025-04-07 01:13:58
LN10201,CUST4000,682022.94,Education,Pending,2025-07-20 20:24:05
LN10202,CUST4738,147825.69,Personal,Rejected,2023-10-14 14:24:34
LN10203,CUST1341,412724.72,Home,Rejected,2024-01-02 12:22:11
LN10204,CUST1814,937259.79,Home,Approved,2023-06-19 00:45:19
LN10205,CUST5661,766528.07,Personal,Pending,2025-08-14 10:52:19
LN10206,CUST2481,345741.54,Education,Pending,2024-07-29 19:52:58
LN10207,CUST4573,724773.31,Personal,Pending,2024-07-18 15:29:38
LN10208,CUST3528,391027.53,Auto,Pending,2024-04-26 07:31:57
LN10209,CUST2292,139478.24,Education,Pending,2024-04-21 03:48:19
LN10210,CUST1484,511895.52,Home,Rejected,2022-08-27 01:12:07
LN10211,CUST3630,197157.54,Auto,Rejected,2024-11-18 05:11:19
LN10212,CUST5567,410464.8,Auto,Rejected,2025-08-29 06:40:10
LN10213,CUST4676,467234.58,Auto,Rejected,2022-09-02 01:29:50
LN10214,CUST4417,447067.15,Personal,Approved,2024-08-23 00:50:31
LN10215,CUST5151,599113.71,Auto,Approved,2024-01-04 10:18:36
LN10216,CUST5191,492198.45,Personal,Pending,2025-06-02 00:44:59
LN10217,CUST4641,155953.38,Auto,Rejected,2024-09-01 01:22:08
LN10218,CUST1959,707757.97,Auto,Pending,2022-05-04 22:15:14
LN10219,CUST5990,441715.48,Home,Approved,2023-11-02 05:17:22
LN10220,CUST2184,651417.14,Education,Pending,2024-10-16 15:35:32
LN10221,CUST3103,106299.8,Education,Pending,2025-02-23 18:47:13
LN10222,CUST4998,247257.38,Education,Approved,2022-03-19 07:25:03
LN10223,CUST5499,305160.9,Auto,Approved,2024-03-25 19:47:40
LN10224,CUST4434,897076.07,Education,Approved,2023-12-18 22:34:11
LN10225,CUST4727,117868.03,Home,Approved,2023-12-01 07:59:26
LN10226,CUST1453,758875.04,Home,Rejected,2023-08-25 21:14:20
LN10227,CUST5747,196336.18,Home,Pending,2024-04-16 17:03:26
LN10228,CUST5541,469911.21,Education,Pending,2023-11-10 01:04:09
LN10229,CUST5806,313190.78,Education,Pending,2025-08-01 23:13:39
LN10230,CUST3802,747593.71,Education,Pending,2023-06-12 17:01:31
LN10231,CUST3362,93610.16,Education,Pending,2024-11-10 01:14:10
LN10232,CUST5937,374183.42,Education,Approved,2024-11-04 23:47:33
LN10233,CUST4799,964025.79,Auto,Pending,2025-10-15 15:23:40
LN10234,CUST3427,330521.53,Auto,Pending,2023-05-01 02:09:59
LN10235,CUST1398,747988.04,Personal,Rejected,2024-02-24 05:53:52
LN10236,CUST2288,961949.06,Home,Rejected,2023-09-10 20:34:27
LN10237,CUST3760,244774.52,Education,Pending,2023-10-04 10:23:17
LN10238,CUST1479,587781.79,Home,Rejected,2022-08-18 20:44:19
LN10239,CUST1815,174716.53,Home,Rejected,2024-08-04 12:09:05
LN10240,CUST3800,649696.38,Home,Rejected,2024-07-29 05:58:10
LN10241,CUST4674,391123.38,Education,Pending,2024-03-19 02:45:04
LN10242,CUST4658,440946.24,Education,Rejected,2025-05-11 18:40:21
LN10243,CUST1589,505358.93,Education,Approved,2022-04-14 03:12:22
LN10244,CUST5501,849984.08,Personal,Approved,2024-03-11 08:50:21
LN10245,CUST5357,589083.25,Personal,Approved,2022-05-28 00:27:03
LN10246,CUST4289,864217.94,Personal,Pending,2023-05-28 14:28:46
LN10247,CUST5075,981107.64,Personal,Rejected,2024-12-25 12:51:20
LN10248,CUST5865,640708.34,Education,Pending,2024-05-02 07:16:18
LN10249,CUST4956,720261.15,Auto,Rejected,2024-12-30 11:19:25
LN10250,CUST3978,469234.37,Home,Rejected,2025-04-21 16:09:54
LN10251,CUST2995,536521.56,Education,Approved,2025-08-13 10:05:25
LN10252,CUST1643,937390.29,Home,Rejected,2022-10-02 14:07:27
LN10253,CUST1605,828420.36,Auto,Rejected,2023-08-18 15:44:33
LN10254,CUST5621,515221.84,Auto,Pending,2025-07-08 02:59:25
LN10255,CUST2503,175119.41,Home,Pending,2024-07-24 05:13:06
LN10256,CUST2264,125118.12,Home,Rejected,2022-08-11 10:01:10
LN10257,CUST4486,607432.87,Education,Approved,2023-03-29 07:11:44
LN10258,CUST2856,487551.96,Education,Rejected,2022-12-06 05:11:57
LN10259,CUST2252,683281.38,Auto,Approved,2024-07-23 01:28:18
LN10260,CUST4540,537447.61,Personal,Pending,2024-12-13 05:25:28
LN10261,CUST4244,529240.48,Education,Pending,2022-12-19 20:11:58
LN10262,CUST1966,670822.25,Personal,Rejected,2023-05-02 23:28:20
LN10263,CUST5436,403099.52,Personal,Approved,2024-07-04 09:13:52
LN10264,CUST1749,120662.04,Education,Approved,2023-04-08 07:52:57
LN10265,CUST5935,516092.99,Personal,Approved,2022-05-13 19:06:28
LN10266,CUST2977,263038.1,Home,Rejected,2022-03-19 18:29:04
LN10267,CUST1457,876260.53,Auto,Rejected,2024-07-06 18:00:40
LN10268,CUST5343,750391.01,Auto,Rejected,2025-01-13 23:30:15
LN10269,CUST5038,777447.06,Education,Approved,2025-09-03 20:49:17
LN10270,CUST3986,538120.26,Auto,Rejected,2022-02-23 06:15:26
LN10271,CUST4292,564120.71,Auto,Pending,2024-03-25 12:59:09
LN10272,CUST3275,256803.3,Home,Pending,2022-11-18 04:50:27
LN10273,CUST2137,687374.26,Personal,Approved,2024-11-07 15:19:31
LN10274,CUST2582,682066.21,Auto,Rejected,2024-09-03 21:39:25
LN10275,CUST1910,567446.92,Home,Rejected,2024-01-08 07:25:43
LN10276,CUST4020,680873.31,Personal,Approved,2024-02-03 10:30:18
LN10277,CUST1995,975449.22,Home,Approved,2023-12-03 07:15:25
LN10278,CUST2867,961534.06,Auto,Pending,2023-05-13 01:31:36
LN10279,CUST5616,960528.26,Home,Rejected,2023-05-17 23:23:09
LN10280,CUST4974,141395.93,Education,Pending,2025-07-22 19:20:47
LN10281,CUST3124,811701.77,Home,Pending,2023-11-20 23:21:43
LN10282,CUST3640,913672.81,Education,Approved,2024-06-16 15:40:22
LN10283,CUST5777,864480.1,Home,Pending,2024-08-20 01:11:34
LN10284,CUST3756,342012.14,Personal,Pending,2024-10-10 06:52:37
LN10285,CUST1261,452966.62,Personal,Pending,2025-09-14 23:22:33
LN10286,CUST5775,192575.65,Home,Approved,2025-07-16 07:59:10
LN10287,CUST3714,614959.03,Education,Rejected,2022-12-20 17:42:15
LN10288,CUST2863,66363.85,Education,Pending,2024-11-01 21:42:55
LN10289,CUST4968,740140.01,Auto,Pending,2024-05-29 04:59:21
LN10290,CUST2664,214213.74,Auto,Pending,2025-04-03 08:26:52
LN10291,CUST2037,776024.8,Home,Pending,2024-11-10 14:20:09
LN10292,CUST2144,369301.24,Personal,Pending,2023-08-30 16:02:43
LN10293,CUST4988,994086.57,Personal,Pending,2024-02-29 09:14:44
LN10294,CUST2714,437578.18,Auto,Pending,2022-12-15 16:51:58
LN10295,CUST3619,828211.62,Education,Approved,2025-05-15 22:03:17
LN10296,CUST3321,249441.78,Auto,Rejected,2023-01-02 23:09:34
LN10297,CUST2867,539800.5,Auto,Approved,2022-01-31 12:06:43
LN10298,CUST3146,716139.39,Home,Approved,2024-10-28 01:00:26
LN10299,CUST2957,547044.31,Auto,Pending,2025-01-22 10:33:45
LN10300,CUST3431,760139.56,Home,Rejected,2024-07-08 13:11:37
LN10301,CUST4942,655039.6,Personal,Pending,2022-10-22 07:54:39
LN10302,CUST1494,673158.06,Auto,Pending,2022-12-11 13:14:26
LN10303,CUST4357,185295.92,Auto,Approved,2023-07-12 12:29:49
LN10304,CUST2831,844713.0,Personal,Approved,2022-12-19 11:54:18
LN10305,CUST5135,114720.71,Auto,Rejected,2022-09-25 22:38:13
LN10306,CUST5035,302051.78,Personal,Pending,2024-06-08 14:33:41
LN10307,CUST2026,964749.86,Auto,Pending,2024-09-16 11:33:09
LN10308,CUST2170,732391.57,Personal,Rejected,2023-08-19 16:00:35
LN10309,CUST2476,917978.59,Auto,Approved,2022-06-10 12:13:41
LN10310,CUST5971,68630.91,Personal,Approved,2025-05-14 12:28:15
LN10311,CUST4806,206354.44,Home,Rejected,2022-04-06 02:19:21
LN10312,CUST3800,979314.66,Personal,Approved,2024-06-01 13:58:07
LN10313,CUST4856,674015.3,Education,Approved,2022-05-07 15:41:20
LN10314,CUST5545,184300.18,Personal,Rejected,2024-08-30 12:15:00
LN10315,CUST1907,639019.65,Auto,Approved,2024-12-13 01:34:26
LN10316,CUST3229,382410.81,Education,Approved,2025-10-06 01:51:12
LN10317,CUST1876,715485.33,Home,Rejected,2024-10-27 20:16:37
LN10318,CUST2338,879267.34,Home,Rejected,2023-12-31 10:09:02
LN10319,CUST4006,912127.23,Auto,Pending,2024-10-04 15:15:24
LN10320,CUST1319,119518.02,Education,Pending,2025-09-04 14:10:39
LN10321,CUST3140,132503.7,Auto,Pending,2023-07-02 14:33:55
LN10322,CUST1885,218830.19,Education,Pending,2024-11-06 13:29:47
LN10323,CUST4930,349766.24,Personal,Rejected,2022-12-01 01:32:40
LN10324,CUST2785,559461.07,Auto,Approved,2022-11-19 04:24:07
LN10325,CUST1878,906793.82,Education,Approved,2025-03-17 13:29:51
LN10326,CUST5846,284844.92,Home,Rejected,2024-01-30 13:02:49
LN10327,CUST4041,577896.59,Personal,Approved,2022-11-11 01:31:02
LN10328,CUST2039,632729.49,Education,Rejected,2024-12-21 07:52:04
LN10329,CUST3660,903507.95,Home,Approved,2024-02-24 05:51:14
LN10330,CUST4386,975641.07,Home,Approved,2025-01-15 20:00:22
LN10331,CUST5625,340444.3,Personal,Rejected,2024-06-17 07:34:24
LN10332,CUST5880,504631.48,Personal,Pending,2024-12-02 00:43:15
LN10333,CUST3758,600435.48,Education,Pending,2025-02-08 03:11:03
LN10334,CUST4748,940828.81,Auto,Pending,2025-09-21 15:31:27
LN10335,CUST4169,827874.65,Education,Pending,2024-06-23 14:08:51
LN10336,CUST1637,684435.2,Home,Approved,2025-02-17 06:22:45
LN10337,CUST3580,496800.06,Home,Pending,2022-12-25 08:44:32
LN10338,CUST3566,948881.98,Home,Approved,2022-01-12 13:37:49
LN10339,CUST1541,228364.58,Education,Pending,2024-10-06 03:00:19
LN10340,CUST5917,133228.49,Personal,Rejected,2024-03-17 07:47:01
LN10341,CUST3072,191554.23,Home,Approved,2022-09-29 20:49:40
LN10342,CUST3314,114269.84,Education,Approved,2024-02-05 22:26:23
LN10343,CUST4529,384298.83,Personal,Approved,2023-10-12 20:10:58
LN10344,CUST3975,656611.36,Auto,Approved,2025-07-31 22:19:40
LN10345,CUST5731,834550.03,Personal,Approved,2023-02-27 03:41:47
LN10346,CUST3307,329644.45,Home,Rejected,2025-05-11 18:19:09
LN10347,CUST3858,174330.12,Home,Approved,2025-01-30 07:54:58
LN10348,CUST3159,886777.6,Auto,Pending,2022-04-08 06:29:49
LN10349,CUST2417,451061.99,Education,Pending,2025-09-07 04:02:12
LN10350,CUST5415,533145.79,Education,Rejected,2022-10-16 07:26:25
LN10351,CUST1176,249074.03,Education,Rejected,2024-02-11 20:20:27
LN10352,CUST1369,86160.18,Personal,Approved,2023-12-30 18:34:39
LN10353,CUST5108,538389.79,Education,Rejected,2024-02-29 00:12:12
LN10354,CUST5916,390492.95,Home,Pending,2025-01-26 05:30:59
LN10355,CUST5011,477971.63,Education,Rejected,2024-09-12 03:49:03
LN10356,CUST2589,232711.12,Education,Rejected,2022-04-15 04:23:34
LN10357,CUST4536,226386.79,Home,Pending,2024-12-13 03:46:15
LN10358,CUST2375,484374.18,Education,Approved,2023-05-10 22:18:20
LN10359,CUST2210,264499.79,Auto,Pending,2024-10-19 04:06:15
LN10360,CUST3505,222411.06,Personal,Rejected,2023-12-09 17:30:45
LN10361,CUST1986,188216.36,Education,Pending,2024-12-31 22:35:31
LN10362,CUST3024,451516.52,Home,Approved,2023-06-26 21:05:39
LN10363,CUST3088,625186.07,Auto,Approved,2024-07-02 07:22:39
LN10364,CUST3240,441949.33,Personal,Approved,2022-10-04 01:05:40
LN10365,CUST1433,923457.05,Personal,Pending,2022-04-07 19:08:22
LN10366,CUST4025,669976.04,Education,Rejected,2024-05-30 08:26:30
LN10367,CUST3473,419878.48,Home,Pending,2025-09-14 15:01:50
LN10368,CUST2086,404366.74,Education,Pending,2025-06-18 00:15:44
LN10369,CUST1138,323280.34,Personal,Approved,2024-03-07 23:47:19
LN10370,CUST5139,366465.42,Personal,Approved,2025-10-09 11:43:15
LN10371,CUST2234,396312.09,Home,Approved,2023-06-02 10:29:30
LN10372,CUST3651,320483.41,Personal,Pending,2024-09-09 11:17:52
LN10373,CUST4968,146266.61,Auto,Pending,2022-09-08 14:23:26
LN10374,CUST1229,510646.85,Home,Approved,2022-03-27 02:46:22
LN10375,CUST4735,479311.21,Education,Rejected,2022-10-16 22:30:12
LN10376,CUST2886,739435.78,Personal,Approved,2024-02-05 12:21:15
LN10377,CUST1302,919976.45,Home,Pending,2024-08-07 07:35:16
LN10378,CUST4084,631683.47,Education,Pending,2022-01-13 16:59:40
