customer_id,credit_score,last_updated
CUST1136,487,2022-03-20 18:59:53
CUST2035,741,2022-04-07 18:08:03
CUST3454,453,2025-02-28 13:32:26
CUST5144,486,2024-12-14 20:27:34
CUST1780,665,2022-11-11 03:11:01
CUST5020,582,2025-04-03 11:25:48
CUST2175,358,2022-02-21 18:51:21
CUST4310,713,2022-06-06 19:37:45
CUST3769,715,2023-04-29 15:38:00
CUST3320,412,2024-08-30 22:00:40
CUST4844,742,2023-05-16 23:38:23
CUST4500,423,2022-10-15 10:57:44
CUST5477,798,2024-10-30 17:29:50
CUST2343,461,2025-06-19 09:05:10
CUST3527,428,2022-07-27 07:41:39
CUST2275,508,2025-03-28 07:06:20
CUST3993,779,2024-10-27 03:46:22
CUST3416,733,2025-04-27 13:30:54
CUST5150,705,2023-04-06 14:04:02
CUST5257,542,2023-04-03 21:42:53
CUST3291,401,2022-05-05 21:14:02
CUST3659,892,2025-01-18 00:43:29
CUST3072,769,2023-04-29 03:14:25
CUST3583,626,2022-09-27 00:15:22
CUST1201,809,2023-06-06 22:11:00
CUST4429,516,2025-01-18 22:05:12
CUST3689,604,2023-07-15 16:05:02
CUST5927,463,2022-05-07 01:56:24
CUST4924,806,2023-07-12 20:17:25
CUST5069,769,2022-12-22 10:21:08
CUST4594,672,2024-02-25 20:24:42
CUST4957,580,2025-09-26 15:39:18
CUST2973,864,2023-08-14 00:45:53
CUST1985,414,2023-07-24 19:38:54
CUST3452,586,2024-02-02 07:32:53
CUST5254,432,2025-08-04 23:36:38
CUST2993,874,2022-05-22 22:40:29
CUST2553,327,2022-12-05 02:11:08
CUST2930,856,2023-10-09 19:35:18
CUST4853,603,2023-06-25 15:43:34
CUST2617,746,2023-10-26 13:20:09
CUST1965,330,2025-04-30 06:52:03
CUST5824,619,2025-01-18 03:10:12
CUST4504,692,2023-11-14 02:32:04
CUST3655,393,2023-08-28 01:06:59
CUST4473,768,2023-09-16 03:45:46
CUST1356,781,2025-07-31 08:32:07
CUST1843,469,2023-10-15 18:25:43
CUST4947,531,2023-10-02 08:42:22
CUST4139,629,2022-02-08 13:40:42
CUST1313,504,2025-06-11 10:46:31
CUST3230,653,2022-02-25 07:56:02
CUST3413,381,2023-07-16 05:55:18
CUST5350,628,2024-08-07 10:52:54
CUST5630,678,2023-04-21 01:06:43
CUST2890,557,2023-08-26 20:15:14
CUST2989,757,2024-03-22 02:40:57
CUST2036,368,2025-04-26 21:34:12
CUST1020,763,2024-07-31 01:31:39
CUST2874,532,2024-10-19 21:27:21
CUST4467,323,2022-12-20 03:37:32
CUST3262,605,2022-06-08 15:45:20
CUST3238,757,2024-04-14 13:34:20
CUST1080,400,2023-04-14 12:51:02
CUST5260,600,2023-08-26 14:36:28
CUST2959,848,2024-03-27 10:16:57
CUST3394,537,2022-03-15 19:47:58
CUST5098,447,2023-02-27 02:17:14
CUST4366,696,2023-10-18 23:29:42
CUST1931,769,2023-03-11 15:42:08
CUST5604,521,2023-10-21 22:00:44
CUST3247,408,2025-02-25 02:20:30
CUST1989,367,2025-05-13 12:07:46
CUST2197,794,2023-03-17 17:29:27
CUST1072,484,2025-05-29 07:53:27
CUST2213,655,2022-05-03 12:56:21
CUST1926,633,2024-08-15 01:41:56
CUST1306,517,2023-08-27 10:45:34
CUST1807,498,2022-05-03 21:57:35
CUST2455,374,2024-02-10 13:21:35
CUST1728,302,2024-01-14 18:16:30
CUST5600,637,2022-09-08 02:55:22
CUST1265,693,2023-08-17 01:30:30
CUST4510,675,2022-08-10 08:23:12
CUST1816,351,2022-02-27 14:02:02
CUST3255,845,2024-01-03 00:05:34
CUST2528,448,2025-01-19 10:49:16
CUST4988,443,2023-03-17 22:56:15
CUST2262,583,2025-09-01 06:41:17
CUST4652,840,2025-06-16 21:24:21
CUST3750,464,2022-05-01 04:20:07
CUST2850,809,2025-01-26 09:58:04
CUST1692,753,2022-10-15 00:13:23
CUST1012,870,2025-08-25 23:06:26
CUST1024,838,2023-01-13 14:49:04
CUST1359,639,2022-01-07 21:02:43
CUST1238,321,2023-03-29 10:53:58
CUST4887,685,2024-09-08 02:34:11
CUST5003,427,2025-08-04 22:01:22
CUST5226,426,2024-09-07 01:05:06
CUST3506,578,2022-08-27 18:53:15
CUST4286,486,2023-03-08 14:00:18
CUST2999,495,2024-07-17 12:05:07
CUST4518,763,2023-12-14 00:57:34
CUST3634,576,2025-02-15 13:50:23
CUST5360,452,2023-11-24 16:44:41
CUST3502,540,2024-05-28 12:53:33
CUST1143,427,2022-04-18 23:01:06
CUST5987,851,2023-03-14 23:53:06
CUST3504,894,2025-03-13 05:19:36
CUST5425,745,2024-10-25 10:51:08
CUST3125,321,2022-07-06 00:08:19
CUST2508,785,2025-09-20 01:17:01
CUST5694,801,2024-10-26 06:16:02
CUST3129,820,2022-05-22 20:50:03
CUST2813,572,2024-08-17 03:28:15
CUST3852,690,2024-12-20 05:21:35
CUST2509,417,2024-04-07 13:58:36
CUST2417,882,2023-12-20 11:28:44
CUST4211,755,2022-03-15 09:39:40
CUST1756,658,2024-01-30 15:07:43
CUST4098,795,2024-09-19 14:05:40
CUST1167,811,2024-04-15 20:20:55
CUST3642,559,2022-10-11 14:42:33
CUST5802,857,2022-05-24 10:34:17
CUST3329,579,2022-01-09 06:55:18
CUST5174,357,2022-10-17 09:19:53
CUST3397,567,2022-06-12 14:47:49
CUST2418,740,2022-03-06 02:18:47
CUST3272,870,2024-05-23 11:25:56
CUST4419,304,2024-04-17 22:45:11
CUST2081,396,2024-11-29 08:14:31
CUST1446,788,2022-05-17 19:04:15
CUST1551,354,2023-04-22 12:27:15
CUST5365,472,2024-03-14 23:26:30
CUST4915,640,2024-12-06 21:05:44
CUST1939,788,2023-07-30 16:45:36
CUST2565,807,2024-11-09 10:39:34
CUST3603,499,2024-03-29 03:31:14
CUST5209,681,2024-06-20 09:08:24
CUST5459,569,2025-08-16 11:32:05
CUST1765,431,2024-11-29 18:02:40
CUST1483,335,2024-04-10 01:25:08
CUST1432,332,2024-10-02 18:26:35
CUST2375,361,2022-09-24 14:51:02
CUST5866,443,2022-05-21 18:49:59
CUST2795,511,2023-11-29 14:41:12
CUST5584,573,2022-07-12 20:28:18
CUST3280,468,2025-02-27 00:07:44
CUST4979,319,2023-01-07 03:44:35
CUST4299,508,2024-01-14 18:51:20
CUST2192,596,2024-08-31 18:59:55
CUST4558,679,2024-02-03 14:11:27
CUST4997,520,2025-05-31 07:46:09
CUST5421,763,2024-12-23 04:03:22
CUST2028,402,2023-04-06 17:52:19
CUST5521,623,2025-10-15 15:56:33
CUST4195,334,2023-02-04 13:12:29
CUST1165,560,2022-11-16 03:43:44
CUST3191,443,2025-03-02 20:56:43
CUST1773,711,2022-04-06 16:43:19
CUST3035,525,2022-01-09 15:22:16
CUST1369,671,2023-07-04 19:57:14
CUST4569,514,2022-08-02 04:37:01
CUST4262,491,2022-03-01 15:02:58
CUST1074,875,2022-08-21 02:02:04
CUST1418,466,2024-07-19 01:16:18
CUST1029,472,2022-07-22 17:53:54
CUST4794,352,2022-08-15 04:21:06
CUST3008,892,2023-11-09 00:14:45
CUST5182,380,2023-07-12 14:19:21
CUST1272,423,2025-03-15 03:53:44
CUST2209,325,2023-06-15 06:14:44
CUST1673,739,2025-02-20 15:57:31
CUST3338,841,2024-04-19 08:03:24
CUST4892,483,2022-06-29 13:59:22
CUST3609,610,2022-06-16 19:31:57
CUST2644,847,2023-08-14 15:19:37
CUST2251,824,2023-08-11 10:28:27
CUST1647,725,2024-06-05 21:26:38
CUST1326,888,2025-08-08 20:01:16
CUST3382,777,2022-08-22 02:47:53
CUST2545,608,2022-05-05 13:12:36
CUST3109,429,2024-04-04 16:24:14
CUST5603,794,2024-02-12 08:12:24
CUST3942,581,2023-01-23 23:56:56
CUST5978,486,2022-08-27 06:51:10
CUST2212,876,2025-01-23 19:41:18
CUST4292,480,2022-05-09 08:12:23
CUST2387,418,2022-10-29 15:26:13
CUST3164,736,2024-04-22 07:51:41
CUST2828,814,2025-09-11 10:41:04
CUST2631,522,2022-07-15 09:17:15
CUST1777,545,2023-10-25 10:39:11
CUST2710,732,2024-01-06 19:01:39
CUST4166,622,2022-07-10 19:52:41
CUST1691,570,2023-07-15 13:11:08
CUST2884,396,2023-01-06 02:14:15
CUST4311,637,2024-11-12 03:44:39
CUST3856,874,2023-07-07 20:04:48
CUST2926,442,2025-01-24 13:07:52
CUST4388,813,2023-07-18 06:56:05
CUST4011,378,2022-08-05 00:19:33
CUST2043,473,2024-09-28 00:57:05
CUST5417,488,2025-09-06 06:03:16
CUST3088,763,2022-06-22 11:17:35
CUST4793,323,2022-10-24 00:41:44
CUST4103,395,2025-05-13 11:22:36
CUST1078,560,2024-10-09 18:59:31
CUST5869,355,2024-07-23 05:08:42
CUST2736,418,2023-10-25 10:28:49
CUST5699,353,2025-04-03 13:41:48
CUST4009,475,2025-06-24 09:16:15
CUST2920,577,2022-09-06 14:31:50
CUST2180,764,2023-05-14 07:25:10
CUST3883,830,2023-05-11 14:29:52
CUST5874,441,2025-10-04 07:56:44
CUST3731,566,2024-10-29 23:18:57
CUST4834,341,2024-04-20 19:22:28
CUST5175,461,2025-02-25 17:11:33
CUST5122,413,2022-04-22 07:06:07
CUST2073,554,2025-02-20 18:04:31
CUST3259,385,2023-03-25 21:38:51
CUST1402,741,2024-11-14 03:49:45
CUST5258,566,2024-12-05 06:40:56
CUST5136,477,2023-01-28 15:05:59
CUST3296,558,2022-05-15 21:25:32
CUST1221,695,2025-07-03 00:04:38
CUST1317,340,2024-05-22 17:48:54
CUST2547,433,2023-05-02 15:06:16
CUST5757,822,2022-10-09 01:08:04
CUST2075,693,2023-01-27 05:15:48
CUST1330,393,2025-06-07 20:05:07
CUST3071,858,2022-07-29 06:01:58
CUST2963,751,2024-04-25 09:15:37
CUST3332,577,2025-07-17 17:15:15
CUST4865,539,2025-04-03 15:35:09
CUST4586,706,2024-03-31 08:52:57
CUST1513,332,2025-02-05 14:58:29
CUST1737,691,2022-09-25 12:06:58
CUST4143,542,2023-10-12 15:17:40
CUST2853,379,2024-08-23 08:14:56
CUST5679,543,2022-08-11 05:34:47
CUST4197,417,2024-02-25 11:03:40
CUST2690,375,2025-04-06 23:31:34
CUST1209,669,2022-11-12 05:56:04
CUST2264,426,2022-03-19 20:15:14
CUST2030,791,2023-06-29 09:00:11
CUST3753,365,2022-12-17 09:01:59
CUST1361,763,2024-01-27 04:37:54
CUST3137,586,2022-07-11 13:29:42
CUST5218,456,2022-10-15 17:04:14
CUST5607,578,2024-07-27 05:44:44
CUST2688,372,2025-06-29 14:03:17
CUST1278,376,2022-12-01 23:57:34
CUST1388,847,2025-01-19 05:20:10
CUST2288,605,2023-04-11 02:49:25
CUST3547,543,2022-05-18 20:18:29
CUST4025,707,2023-02-25 06:36:37
CUST4733,847,2023-06-25 02:19:41
CUST2720,437,2023-06-21 16:06:42
CUST3688,348,2025-08-13 15:15:00
CUST1487,688,2024-11-29 11:26:49
CUST2826,476,2023-04-17 22:08:12
CUST3585,733,2022-04-01 02:59:47
CUST4261,602,2025-07-27 03:22:10
CUST5833,820,2023-05-13 21:19:30
CUST5693,390,2025-01-21 08:54:01
CUST2661,558,2022-05-17 11:59:17
CUST4227,563,2022-09-27 11:31:39
CUST3579,485,2024-07-22 00:05:50
CUST2147,319,2022-09-27 10:47:10
CUST5954,501,2024-09-30 01:44:20
CUST2799,443,2023-01-09 13:40:27
CUST2271,823,2024-05-27 21:25:54
CUST4027,353,2022-06-20 06:04:08
CUST2962,799,2024-08-01 05:07:18
CUST4511,494,2022-01-15 00:30:31
CUST5849,692,2024-05-09 11:08:48
CUST2111,842,2022-05-17 23:36:44
CUST4374,448,2024-10-14 04:55:11
CUST4171,370,2023-11-15 06:09:48
CUST5803,585,2025-04-28 16:44:34
CUST4913,346,2024-08-27 09:38:05
CUST4973,402,2025-03-10 14:19:49
CUST4226,793,2023-07-07 03:45:10
CUST1380,675,2025-08-07 23:06:48
CUST2752,830,2025-09-19 06:41:19
CUST1593,821,2022-02-26 03:10:52
CUST5829,589,2025-01-08 21:58:53
CUST1873,532,2022-11-04 20:51:59
CUST1713,827,2022-05-19 12:12:17
CUST4938,366,2023-10-07 06:11:44
CUST2119,842,2022-02-22 12:20:30
CUST1285,810,2025-01-14 04:07:54
CUST5129,834,2023-03-07 06:04:36
CUST5386,551,2025-08-09 18:10:06
CUST2967,646,2024-02-23 14:41:03
CUST5968,496,2024-03-26 03:00:43
CUST3945,452,2023-10-29 15:24:39
CUST1493,886,2024-12-27 03:14:33
CUST2439,414,2025-04-03 21:15:45
CUST2157,884,2025-07-13 15:48:38
CUST1198,899,2024-10-29 23:21:39
CUST4016,507,2023-04-08 11:28:06
CUST4218,877,2025-01-25 19:03:05
CUST4471,493,2023-12-12 21:33:19
CUST5789,895,2025-06-10 13:53:04
CUST4470,801,2023-09-16 05:10:16
CUST3136,627,2024-08-13 02:08:20
CUST4779,570,2023-05-08 11:56:07
CUST5202,643,2025-04-08 07:09:32
CUST3300,681,2023-12-25 07:04:26
CUST5251,491,2022-07-29 15:43:18
CUST2770,536,2024-06-14 09:10:27
CUST2898,332,2023-05-28 01:07:15
CUST5089,520,2025-02-23 09:21:53
CUST1846,300,2022-08-08 09:13:39
CUST1151,367,2024-01-01 02:42:13
CUST5378,688,2024-04-19 07:48:06
CUST5389,881,2022-09-26 12:26:15
CUST1594,674,2024-06-13 12:57:03
CUST4067,522,2022-04-11 14:07:54
CUST3907,838,2022-01-01 11:08:51
CUST4043,604,2022-04-30 21:03:05
CUST1706,522,2024-03-23 11:38:52
CUST5200,591,2024-04-13 01:17:30
CUST4203,828,2023-08-09 07:02:50
CUST1977,416,2024-09-21 20:06:07
CUST3569,534,2022-05-05 02:42:46
CUST1412,550,2023-11-06 03:00:25
CUST2351,570,2022-10-14 02:17:25
CUST4769,769,2023-09-11 05:45:10
CUST3958,697,2024-04-23 19:57:43
CUST2276,762,2023-02-20 10:42:02
CUST1336,544,2025-09-25 14:21:25
CUST3372,744,2024-05-08 23:11:38
CUST3293,877,2024-10-08 11:21:28
CUST5625,871,2022-09-02 01:34:40
CUST5819,305,2023-07-16 21:41:03
CUST4070,725,2022-01-26 04:59:07
CUST2020,431,2024-01-20 07:07:17
CUST1455,303,2022-09-28 10:20:21
CUST5942,560,2024-09-02 09:47:18
CUST5449,553,2025-07-22 01:24:44
CUST3233,647,2024-11-05 05:50:39
CUST2431,493,2023-08-03 16:12:47
CUST2952,387,2022-03-19 14:46:48
CUST5430,623,2024-05-16 22:23:00
CUST5781,851,2025-01-04 08:45:06
CUST5553,681,2023-02-13 14:14:05
CUST1718,519,2025-07-01 01:57:35
CUST2581,890,2024-08-22 07:17:40
CUST4068,609,2025-04-26 02:11:54
CUST5424,769,2024-04-05 02:51:48
CUST1579,493,2025-02-15 00:09:53
CUST1315,883,2025-04-24 04:51:15
CUST5444,681,2023-05-07 04:06:00
CUST2322,591,2023-12-31 10:40:21
CUST1986,869,2022-05-28 22:13:08
CUST3787,499,2024-12-04 19:20:18
CUST1833,579,2024-10-30 09:04:11
CUST1044,885,2025-06-10 21:52:28
CUST3849,785,2025-09-06 01:18:09
CUST4137,441,2024-01-01 16:05:28
CUST5850,596,2025-06-28 05:12:10
CUST3274,324,2024-10-30 13:18:09
CUST3163,736,2025-03-01 19:25:09
CUST5321,731,2022-04-19 16:42:46
CUST1490,324,2025-03-25 21:29:12
CUST1759,471,2023-11-13 11:03:58
CUST1126,385,2023-12-17 10:56:03
CUST5972,546,2025-10-13 03:16:00
CUST5074,729,2022-01-01 10:37:56
CUST1346,367,2024-01-18 19:29:08
CUST2115,319,2023-04-03 09:39:59
CUST1440,838,2025-01-13 06:55:20
CUST2318,706,2025-09-10 06:58:58
CUST1980,850,2024-03-28 20:37:01
CUST5964,474,2022-05-20 11:54:00
CUST4503,409,2023-12-12 09:46:22
CUST2734,634,2022-07-25 12:21:13
CUST4231,635,2022-01-15 16:04:38
CUST4240,722,2023-12-08 02:36:25
CUST4114,617,2022-02-24 00:05:32
CUST4944,553,2025-09-06 19:15:37
CUST2165,469,2024-06-19 17:03:02
CUST2896,485,2022-07-05 05:12:41
CUST5593,325,2022-08-15 11:01:03
CUST5099,434,2025-04-19 07:57:11
CUST1190,492,2024-09-23 19:29:14
CUST1791,628,2022-04-03 23:49:33
CUST2880,514,2025-06-02 08:50:11
CUST2138,610,2022-04-03 03:26:34
CUST3627,634,2022-04-08 06:28:55
CUST3031,829,2022-09-19 11:05:11
CUST3752,488,2025-07-27 16:42:19
CUST4918,355,2022-01-04 23:57:32
CUST5064,663,2025-05-29 13:34:26
CUST4977,382,2025-07-14 19:43:17
CUST3215,540,2025-08-29 23:03:41
CUST1065,402,2025-02-27 12:09:07
CUST2444,796,2022-08-20 02:13:19
CUST1296,581,2024-04-10 01:11:49
CUST5736,548,2023-06-03 06:51:38
CUST4563,680,2025-06-06 04:35:33
CUST2443,756,2024-03-31 15:53:55
CUST4443,449,2024-01-21 09:52:08
CUST3061,362,2023-03-09 00:56:54
CUST3904,342,2023-12-10 00:40:15
CUST1637,887,2022-04-06 04:00:43
CUST2510,781,2023-01-16 13:58:43
CUST5751,685,2022-11-19 15:33:43
CUST4179,864,2023-07-29 00:05:31
CUST2265,407,2022-01-31 15:06:30
CUST5890,843,2022-01-24 04:02:16
CUST3616,544,2022-09-15 19:47:26
CUST3898,554,2025-10-15 06:49:12
CUST4889,593,2024-08-26 03:25:34
CUST5509,431,2024-02-11 18:42:39
CUST1941,893,2025-06-08 21:51:10
CUST4273,340,2024-03-03 02:45:35
CUST3975,859,2024-07-25 15:42:15
CUST5908,694,2024-11-26 19:17:35
CUST2100,744,2023-09-01 00:43:19
CUST2194,369,2024-07-17 22:35:39
CUST5988,552,2022-07-25 12:29:35
CUST5939,531,2024-09-20 17:39:30
CUST5713,517,2024-04-19 08:15:56
CUST4039,580,2025-10-04 12:44:41
CUST4602,398,2023-02-10 10:59:18
CUST1704,877,2024-08-26 16:18:07
CUST2757,343,2024-07-26 21:53:23
CUST1960,580,2025-09-23 04:03:29
CUST5854,399,2023-11-28 20:14:31
CUST5876,527,2022-10-20 11:58:10
CUST2489,439,2023-02-22 02:54:52
CUST1433,584,2023-09-03 10:53:50
CUST4682,695,2022-12-13 07:09:16
CUST2609,760,2024-03-03 09:28:19
CUST2413,544,2022-06-25 13:16:37
CUST1872,354,2024-04-14 22:54:08
CUST4789,594,2022-10-27 16:06:43
CUST4147,779,2024-07-28 19:46:12
CUST3205,456,2023-11-25 15:04:07
CUST1610,439,2022-11-22 00:32:07
CUST3043,842,2022-12-04 15:39:25
CUST1382,415,2025-05-02 04:30:20
CUST2441,443,2023-09-20 08:26:19
CUST5181,702,2022-11-02 13:39:30
CUST5790,891,2023-10-02 23:35:27
CUST4462,520,2025-03-01 04:00:31
CUST3432,456,2025-07-01 12:45:28
CUST4895,627,2024-10-24 10:38:14
CUST4254,697,2022-11-17 21:07:37
CUST1320,829,2022-05-28 22:27:18
CUST5848,563,2023-07-16 21:59:43
CUST5504,799,2025-03-18 14:08:47
CUST1100,715,2023-03-23 11:25:10
CUST2317,658,2023-01-25 07:18:29
CUST5933,525,2022-04-25 13:09:07
CUST5717,668,2022-12-25 00:25:11
CUST1798,573,2022-02-10 22:05:00
CUST5183,695,2023-08-12 14:14:06
CUST3211,313,2024-08-01 06:36:45
CUST2029,613,2025-02-02 20:19:57
CUST2714,402,2023-09-18 01:49:18
CUST3969,382,2023-08-07 06:48:06
CUST2796,702,2023-09-11 22:42:58
CUST3588,337,2023-07-15 21:26:39
CUST1812,875,2025-02-02 01:39:01
CUST5255,858,2022-08-31 21:06:47
CUST5452,367,2023-03-05 07:58:23
CUST2323,773,2023-10-09 07:57:01
CUST4600,591,2023-07-08 13:36:04
CUST5910,557,2022-06-04 03:58:16
CUST2992,828,2025-04-19 09:16:48
CUST4685,725,2022-03-08 00:23:42
CUST5868,818,2024-09-29 13:28:59
CUST5716,764,2025-07-26 11:32:28
CUST5022,876,2024-06-26 05:52:36
CUST1011,855,2024-08-17 01:41:45
CUST2379,506,2024-09-19 08:52:38
CUST5320,427,2025-08-06 04:18:49
CUST2023,782,2022-08-30 14:14:16
CUST3219,378,2025-04-23 11:11:52
CUST1204,609,2024-09-02 14:52:32
CUST3016,502,2022-01-10 22:44:26
CUST2707,508,2025-06-12 11:31:17
CUST1837,437,2022-09-13 10:49:44
CUST1568,304,2025-04-16 03:02:33
CUST1199,756,2022-08-08 03:10:17
CUST1945,309,2022-02-07 08:25:47
CUST4411,580,2024-09-09 21:55:39
CUST2164,354,2025-08-31 07:30:06
CUST5500,420,2022-10-13 22:54:03
CUST4800,329,2024-11-15 14:31:14
CUST4820,309,2023-06-02 08:42:29
CUST2339,664,2025-05-01 01:14:23
CUST5496,855,2023-05-15 20:51:13
CUST1144,438,2024-04-01 11:01:33
CUST1998,857,2024-01-09 15:34:36
CUST2538,344,2024-02-25 03:39:01
CUST5952,804,2025-10-30 12:49:11
CUST2554,594,2023-09-16 03:20:19
CUST2753,478,2024-12-23 21:28:26
CUST1943,749,2023-06-10 03:48:19
CUST4706,816,2022-02-08 16:18:46
CUST4453,683,2022-12-21 10:46:52
CUST4980,730,2024-11-09 15:38:42
CUST1496,476,2025-02-10 15:24:49
CUST2535,389,2022-09-30 13:17:44
CUST4225,564,2024-11-30 11:47:28
CUST1303,354,2025-10-10 19:44:19
CUST2915,695,2023-03-21 21:04:04
CUST5768,328,2023-04-01 16:41:25
CUST2026,879,2025-01-03 23:03:28
CUST5107,642,2024-05-24 02:30:28
CUST2391,542,2024-09-23 03:47:50
CUST5281,328,2023-10-06 10:46:09
CUST1653,466,2025-06-19 13:31:41
CUST5178,695,2023-12-11 07:32:19
CUST5533,375,2022-09-06 13:47:42
CUST4233,509,2023-10-16 07:45:36
CUST4482,510,2024-02-17 15:04:21
CUST5214,879,2023-12-23 09:09:33
CUST3897,738,2023-11-19 03:38:56
CUST3395,703,2022-08-29 22:00:59
CUST4077,635,2022-03-22 21:31:19
CUST2960,669,2023-08-17 23:54:27
CUST4409,817,2025-01-19 21:38:14
CUST5075,385,2024-01-02 10:20:42
CUST2415,743,2023-08-14 06:21:42
CUST4625,852,2022-08-23 10:01:05
CUST5558,318,2024-02-12 20:24:11
CUST4037,376,2023-05-25 03:53:53
CUST4580,541,2023-06-28 23:44:31
CUST2808,321,2023-02-14 09:40:20
CUST3610,786,2023-07-22 00:29:12
CUST1889,871,2024-04-23 18:05:26
CUST5494,341,2023-07-28 17:25:48
CUST5684,861,2024-07-19 06:49:41
CUST1975,829,2022-09-01 23:41:24
CUST3006,307,2025-08-08 13:46:50
CUST2566,424,2023-01-26 01:00:40
CUST4213,740,2024-01-16 12:35:59
CUST4711,848,2025-04-09 18:45:48
CUST3881,717,2025-10-05 10:36:15
CUST5374,660,2023-10-02 03:57:02
CUST4417,501,2024-03-12 05:46:44
CUST5247,595,2023-04-16 17:30:20
CUST4971,334,2022-08-18 12:33:36
CUST3252,432,2024-04-23 11:47:46
CUST3086,645,2025-10-12 23:01:14
CUST1817,626,2024-02-22 03:25:46
CUST2479,434,2022-02-02 00:00:49
CUST5342,439,2022-09-12 19:15:26
CUST1261,658,2024-10-29 19:05:44
CUST4534,421,2024-09-07 17:53:19
CUST5179,467,2024-04-21 00:24:56
CUST5709,362,2024-06-16 13:43:27
CUST4304,516,2023-08-04 23:12:16
CUST3665,661,2024-01-17 17:59:15
CUST5467,556,2022-09-01 07:47:45
CUST1540,355,2025-02-05 09:50:19
CUST5103,594,2022-05-22 17:30:48
CUST5005,756,2022-12-28 00:01:31
CUST1753,553,2023-09-21 14:38:53
CUST2311,770,2022-08-25 03:31:06
CUST4372,784,2025-10-24 18:38:01
CUST3359,498,2022-08-02 18:48:50
CUST1552,873,2024-05-29 04:25:53
CUST5307,441,2023-02-28 10:30:58
CUST1674,780,2024-08-14 11:56:42
CUST1372,862,2025-10-05 11:18:52
CUST3174,433,2023-06-22 20:49:32
CUST2412,570,2024-07-21 06:54:19
CUST3115,407,2022-05-22 17:02:25
CUST4424,363,2023-03-12 17:50:59
CUST4802,731,2022-04-11 19:58:47
CUST3094,721,2023-04-15 02:42:49
CUST5945,840,2022-12-25 23:46:20
CUST1855,810,2023-10-06 00:22:22
CUST3946,339,2024-11-28 06:15:30
CUST5277,670,2025-04-20 11:50:31
CUST5370,713,2022-12-18 04:32:33
CUST3179,619,2022-12-07 16:03:44
CUST3984,594,2025-04-30 04:51:00
CUST1324,300,2024-01-31 16:33:57
CUST5032,319,2023-12-27 03:22:15
CUST1740,597,2024-04-20 00:41:54
CUST3541,866,2023-06-28 19:07:24
CUST3490,778,2022-10-26 16:12:28
CUST1865,792,2025-09-03 15:56:05
CUST4445,570,2025-07-08 23:11:58
CUST3381,558,2022-11-19 18:43:54
