txn_id,customer_id,amount,txn_type,timestamp
CBS100190,CUST5060,38054.46,Withdrawal,2024-08-08 11:20:57
CBS100191,CUST4924,25454.76,Transfer,2022-06-13 12:20:40
CBS100192,CUST1684,15280.5,Withdrawal,2022-11-28 12:38:05
CBS100193,CUST3704,50174.24,Transfer,2022-10-15 16:29:15
CBS100194,CUST1577,7003.34,Withdrawal,2025-06-13 12:41:37
CBS100195,CUST4989,6783.82,Deposit,2023-09-15 08:47:49
CBS100196,CUST3481,77783.37,Transfer,2022-04-20 08:43:39
CBS100197,CUST3501,43039.26,Deposit,2023-03-23 22:43:32
CBS100198,CUST4198,74593.9,Transfer,2023-07-24 02:51:08
CBS100199,CUST5737,32996.52,Deposit,2023-06-08 11:09:22
CBS100200,CUST4837,35342.04,Withdrawal,2022-03-28 10:24:57
CBS100201,CUST5522,43110.97,Withdrawal,2024-07-20 14:37:25
CBS100202,CUST5531,30796.97,Transfer,2022-09-24 18:02:40
CBS100203,CUST4662,56124.9,Deposit,2023-05-02 16:51:19
CBS100204,CUST3329,7752.66,Transfer,2023-03-06 12:47:49
CBS100205,CUST5504,55958.03,Deposit,2025-10-18 04:02:17
CBS100206,CUST1319,71516.4,Withdrawal,2022-01-05 23:04:37
CBS100207,CUST3973,99225.82,Transfer,2024-03-28 07:25:00
CBS100208,CUST3416,63930.2,Deposit,2022-12-26 14:13:58
CBS100209,CUST3668,71041.0,Transfer,2023-04-13 22:31:35
CBS100210,CUST4707,59722.36,Deposit,2025-10-23 07:38:14
CBS100211,CUST4668,95120.12,Deposit,2023-06-26 13:28:11
CBS100212,CUST2519,81072.49,Transfer,2022-04-28 03:06:24
CBS100213,CUST4169,61707.3,Deposit,2022-08-18 02:11:29
CBS100214,CUST2175,33601.51,Transfer,2024-05-24 10:14:52
CBS100215,CUST4996,32781.18,Deposit,2022-05-27 16:10:53
CBS100216,CUST2093,75450.7,Deposit,2024-10-09 17:18:37
CBS100217,CUST5607,92895.66,Withdrawal,2024-08-24 03:58:50
CBS100218,CUST4940,98569.28,Withdrawal,2023-05-14 15:06:50
CBS100219,CUST1414,26602.36,Transfer,2025-08-12 00:34:18
CBS100220,CUST4475,59398.97,Deposit,2024-04-20 02:57:39
CBS100221,CUST4201,70349.11,Transfer,2024-09-19 22:52:39
CBS100222,CUST1616,41597.56,Withdrawal,2024-01-04 15:42:48
CBS100223,CUST3641,11367.8,Withdrawal,2022-03-14 06:02:46
CBS100224,CUST5145,28955.74,Withdrawal,2024-07-31 11:54:39
CBS100225,CUST1469,51791.14,Withdrawal,2023-06-13 00:18:46
CBS100226,CUST1808,11943.33,Deposit,2022-09-25 01:56:54
CBS100227,CUST4929,31641.26,Withdrawal,2023-11-01 17:06:21
CBS100228,CUST4569,26145.43,Withdrawal,2022-11-21 19:24:18
CBS100229,CUST5240,35763.75,Withdrawal,2023-08-11 08:12:30
CBS100230,CUST1205,68845.48,Withdrawal,2025-04-23 20:43:21
CBS100231,CUST2906,47881.48,Withdrawal,2024-09-27 07:15:25
CBS100232,CUST1169,37930.11,Deposit,2022-10-14 00:37:25
CBS100233,CUST3510,27840.56,Transfer,2023-11-20 00:53:33
CBS100234,CUST2423,69021.26,Transfer,2023-02-28 21:32:25
CBS100235,CUST1419,67605.85,Deposit,2022-10-02 17:47:19
CBS100236,CUST1396,44924.92,Transfer,2022-08-04 07:27:50
CBS100237,CUST4258,28239.16,Withdrawal,2023-05-16 23:57:51
CBS100238,CUST3356,80987.65,Withdrawal,2024-05-23 10:56:03
CBS100239,CUST5810,85286.91,Deposit,2023-05-05 09:56:26
CBS100240,CUST1303,84692.75,Withdrawal,2022-12-02 00:23:45
CBS100241,CUST4833,39570.53,Withdrawal,2024-06-14 08:29:07
CBS100242,CUST1279,25789.69,Deposit,2023-10-09 20:56:37
CBS100243,CUST5296,84680.35,Deposit,2023-01-10 19:06:28
CBS100244,CUST5586,97983.85,Deposit,2025-10-26 23:46:34
CBS100245,CUST2994,19766.56,Deposit,2023-06-15 07:19:35
CBS100246,CUST2741,63828.79,Deposit,2022-02-09 16:04:38
CBS100247,CUST5393,33297.89,Withdrawal,2022-08-30 14:20:25
CBS100248,CUST1447,48839.92,Withdrawal,2024-06-20 21:11:51
CBS100249,CUST2913,57438.3,Transfer,2024-06-15 09:49:53
CBS100250,CUST4162,54098.05,Transfer,2024-04-03 15:30:51
CBS100251,CUST4978,76285.81,Deposit,2022-12-01 23:06:03
CBS100252,CUST3779,97181.83,Withdrawal,2024-11-23 09:12:27
CBS100253,CUST1850,9062.33,Deposit,2024-10-30 18:54:06
CBS100254,CUST1071,68502.34,Transfer,2025-07-06 13:30:58
CBS100255,CUST1451,52568.71,Withdrawal,2023-06-11 01:24:03
CBS100256,CUST4864,39968.42,Deposit,2023-05-28 04:43:06
CBS100257,CUST2662,66383.68,Deposit,2024-01-16 07:21:04
CBS100258,CUST1198,88671.15,Deposit,2025-08-05 00:40:02
CBS100259,CUST5378,61255.73,Transfer,2022-01-04 01:41:50
CBS100260,CUST2174,82141.42,Withdrawal,2024-09-06 14:31:33
CBS100261,CUST4111,29882.52,Withdrawal,2024-03-30 06:23:13
CBS100262,CUST5466,44047.45,Withdrawal,2025-10-11 12:40:50
CBS100263,CUST3040,17844.29,Withdrawal,2024-11-07 07:14:24
CBS100264,CUST5572,57470.29,Withdrawal,2023-11-24 16:19:05
CBS100265,CUST5153,74076.55,Transfer,2025-06-10 08:13:15
CBS100266,CUST3595,58142.42,Withdrawal,2023-02-13 18:50:43
CBS100267,CUST1713,91247.2,Deposit,2023-12-05 00:37:48
CBS100268,CUST3286,86007.49,Deposit,2023-10-03 02:00:57
CBS100269,CUST5502,42725.94,Withdrawal,2023-05-23 18:38:22
CBS100270,CUST3158,57439.06,Withdrawal,2022-08-03 17:57:09
CBS100271,CUST2455,64878.38,Transfer,2024-03-27 01:38:27
CBS100272,CUST2748,80843.52,Transfer,2023-09-12 06:20:30
CBS100273,CUST3348,7937.23,Withdrawal,2024-05-11 17:56:43
CBS100274,CUST4948,80837.72,Transfer,2022-11-21 21:25:41
CBS100275,CUST4580,7130.48,Transfer,2024-11-28 19:57:44
CBS100276,CUST3593,72093.39,Transfer,2024-04-27 12:27:24
CBS100277,CUST4161,46798.9,Deposit,2025-09-25 12:34:50
CBS100278,CUST4571,24106.13,Deposit,2023-02-07 19:16:33
CBS100279,CUST1581,70845.0,Withdrawal,2022-11-10 16:33:47
CBS100280,CUST2094,87102.74,Withdrawal,2022-09-03 23:49:35
CBS100281,CUST3689,82957.33,Withdrawal,2023-03-02 12:14:13
CBS100282,CUST3401,19815.62,Deposit,2024-01-14 14:34:58
CBS100283,CUST1640,60608.27,Withdrawal,2025-06-08 19:09:55
CBS100284,CUST5728,66480.53,Transfer,2024-09-22 07:18:09
CBS100285,CUST1109,5708.94,Deposit,2025-05-18 09:26:24
CBS100286,CUST4457,33160.17,Deposit,2023-10-18 20:50:50
CBS100287,CUST4817,10876.49,Deposit,2022-05-21 23:49:30
CBS100288,CUST5035,41974.11,Transfer,2022-04-15 15:31:03
CBS100289,CUST2563,72863.78,Deposit,2023-04-28 10:54:59
CBS100290,CUST3150,80624.58,Transfer,2022-12-18 19:28:41
CBS100291,CUST5499,76442.89,Transfer,2023-02-14 00:16:10
CBS100292,CUST4236,27531.24,Transfer,2022-12-10 11:54:59
CBS100293,CUST2594,15294.23,Withdrawal,2024-03-04 22:02:04
CBS100294,CUST3296,87313.6,Transfer,2022-12-08 02:45:00
CBS100295,CUST5901,74380.05,Transfer,2023-01-05 13:43:46
CBS100296,CUST5638,75649.47,Deposit,2023-08-01 23:18:50
CBS100297,CUST5625,27449.57,Withdrawal,2022-02-10 19:42:09
CBS100298,CUST3460,57428.61,Withdrawal,2023-09-25 15:07:28
CBS100299,CUST1990,89841.98,Withdrawal,2024-03-25 19:24:12
CBS100300,CUST1830,83498.98,Withdrawal,2024-06-01 21:32:19
CBS100301,CUST2782,27105.09,Transfer,2024-01-16 11:17:48
CBS100302,CUST1531,95108.64,Deposit,2024-11-14 10:04:56
CBS100303,CUST2694,38181.17,Transfer,2024-10-15 23:41:26
CBS100304,CUST5793,57482.46,Withdrawal,2023-03-13 13:13:49
CBS100305,CUST5486,73266.56,Withdrawal,2023-04-04 11:16:42
CBS100306,CUST3271,25463.17,Deposit,2024-11-12 14:22:25
CBS100307,CUST2526,39649.91,Deposit,2023-01-28 17:57:51
CBS100308,CUST1982,92963.73,Transfer,2023-10-21 13:50:57
CBS100309,CUST4626,8037.97,Transfer,2025-07-16 23:44:37
CBS100310,CUST3556,2532.26,Transfer,2024-05-20 02:39:04
CBS100311,CUST3096,96488.9,Withdrawal,2024-11-05 14:53:24
CBS100312,CUST1807,87585.64,Transfer,2025-04-08 12:21:28
CBS100313,CUST1709,80143.4,Withdrawal,2023-12-12 20:11:23
CBS100314,CUST2951,33685.33,Deposit,2022-07-12 12:33:08
CBS100315,CUST4774,37971.97,Transfer,2023-11-28 19:55:27
CBS100316,CUST4086,89779.82,Transfer,2023-03-06 02:50:30
CBS100317,CUST1345,97515.56,Withdrawal,2024-07-30 08:52:08
CBS100318,CUST3827,6605.26,Transfer,2022-01-12 20:16:14
CBS100319,CUST4816,47090.67,Withdrawal,2024-08-12 14:37:17
CBS100320,CUST5761,40364.16,Withdrawal,2024-11-09 00:49:45
CBS100321,CUST1925,73828.91,Deposit,2023-05-21 01:29:47
CBS100322,CUST3908,49594.89,Transfer,2025-08-21 23:20:35
CBS100323,CUST3280,8318.78,Withdrawal,2023-05-06 00:33:56
CBS100324,CUST2469,17143.97,Transfer,2022-09-03 20:20:46
CBS100325,CUST3218,31089.77,Deposit,2024-08-09 08:27:33
CBS100326,CUST5842,78831.94,Transfer,2025-04-12 17:34:22
CBS100327,CUST2000,77481.42,Withdrawal,2024-04-23 21:53:41
CBS100328,CUST5368,77275.24,Transfer,2022-01-10 17:29:25
CBS100329,CUST2048,77798.99,Withdrawal,2023-11-30 11:21:40
CBS100330,CUST5852,41936.3,Withdrawal,2022-05-23 03:43:40
CBS100331,CUST3885,61667.45,Deposit,2024-01-29 13:25:53
CBS100332,CUST5644,14908.68,Transfer,2024-08-22 00:42:59
CBS100333,CUST3521,22826.31,Transfer,2023-10-18 17:40:05
CBS100334,CUST4540,32694.83,Withdrawal,2024-12-31 03:47:58
CBS100335,CUST3563,51576.01,Deposit,2023-07-17 16:55:33
CBS100336,CUST3105,18793.28,Withdrawal,2022-11-15 08:24:17
CBS100337,CUST3219,87507.96,Deposit,2022-10-08 18:23:28
CBS100338,CUST4301,62321.3,Transfer,2022-04-11 00:11:34
CBS100339,CUST3193,53932.39,Withdrawal,2023-11-12 19:22:11
CBS100340,CUST4346,2098.85,Withdrawal,2024-09-21 00:42:16
CBS100341,CUST5949,56455.85,Withdrawal,2022-01-06 01:00:57
CBS100342,CUST1828,91621.24,Transfer,2024-07-04 21:05:23
CBS100343,CUST4406,22779.03,Transfer,2022-06-28 07:06:05
CBS100344,CUST3347,22461.12,Deposit,2022-06-18 04:43:53
CBS100345,CUST5644,91508.15,Deposit,2024-02-07 13:44:31
CBS100346,CUST4985,83353.22,Transfer,2025-05-02 23:00:10
CBS100347,CUST2291,68213.68,Withdrawal,2024-01-05 12:13:13
CBS100348,CUST1031,73455.53,Transfer,2024-10-03 13:16:28
CBS100349,CUST3478,6391.51,Deposit,2024-04-28 17:06:14
CBS100350,CUST2961,76251.01,Transfer,2023-09-25 04:31:27
CBS100351,CUST5317,74586.66,Deposit,2025-03-06 23:24:17
CBS100352,CUST5904,5472.8,Transfer,2025-08-12 20:13:28
CBS100353,CUST4045,79078.26,Deposit,2024-11-07 21:04:04
CBS100354,CUST4533,64268.12,Transfer,2023-03-25 14:10:07
CBS100355,CUST1704,57349.59,Transfer,2024-07-26 00:26:43
CBS100356,CUST5668,51690.2,Transfer,2025-07-19 00:56:18
CBS100357,CUST5990,51593.94,Transfer,2024-12-10 03:06:09
CBS100358,CUST3506,23820.27,Withdrawal,2025-01-20 07:18:31
CBS100359,CUST5898,807.75,Transfer,2023-09-05 17:18:16
CBS100360,CUST4111,95997.38,Transfer,2023-04-28 09:41:53
CBS100361,CUST4025,46409.73,Withdrawal,2025-02-08 22:19:11
CBS100362,CUST3294,4825.92,Deposit,2023-08-13 01:52:36
CBS100363,CUST2908,33449.3,Transfer,2025-02-21 12:11:33
CBS100364,CUST3571,37620.45,Transfer,2023-05-21 17:36:06
CBS100365,CUST2428,87177.45,Transfer,2024-03-21 21:41:42
CBS100366,CUST5135,34558.21,Deposit,2024-10-26 02:58:37
CBS100367,CUST2053,87988.32,Deposit,2024-03-08 02:06:06
CBS100368,CUST5927,44533.47,Deposit,2024-08-11 16:42:52
CBS100369,CUST5392,17110.49,Deposit,2025-04-29 21:20:22
CBS100370,CUST3350,28944.65,Transfer,2025-01-26 17:41:03
CBS100371,CUST2283,84860.03,Deposit,2023-04-15 12:50:33
CBS100372,CUST2947,16450.76,Deposit,2024-07-27 17:09:08
CBS100373,CUST1605,61697.52,Deposit,2022-08-09 00:28:58
CBS100374,CUST2336,72688.49,Transfer,2022-04-27 01:58:26
CBS100375,CUST3936,31560.46,Withdrawal,2024-11-12 15:14:32
CBS100376,CUST3778,80465.43,Transfer,2023-04-30 14:13:23
CBS100377,CUST5959,31640.41,Withdrawal,2024-02-08 18:03:33
CBS100378,CUST4979,27569.86,Withdrawal,2023-08-03 12:04:34
CBS100379,CUST5587,7972.13,Withdrawal,2024-04-16 22:01:55
CBS100380,CUST5406,58756.36,Withdrawal,2023-05-14 04:58:33
CBS100381,CUST2934,53480.12,Deposit,2023-11-21 20:42:49
CBS100382,CUST3706,66416.31,Deposit,2022-04-02 05:16:18
CBS100383,CUST1729,47066.34,Withdrawal,2025-06-04 16:59:50
CBS100384,CUST2994,20963.16,Deposit,2025-09-23 04:26:11
CBS100385,CUST1989,10807.29,Transfer,2025-02-04 01:05:00
CBS100386,CUST2975,50174.65,Transfer,2023-01-26 14:38:31
CBS100387,CUST1462,53958.35,Deposit,2022-02-14 18:42:38
CBS100388,CUST1010,93259.35,Transfer,2024-06-13 08:30:44
CBS100389,CUST3348,49715.33,Withdrawal,2025-04-09 14:54:37
