transaction_id,customer_id,amount,merchant,card_type,transaction_time
TXN100138,CUST3237,46331.41,SastoDeal,Visa,2022-08-23 03:47:28
TXN100139,CUST2306,17763.19,BigMart,Amex,2023-04-08 15:10:12
TXN100140,CUST5029,36253.65,Bhatbhateni,Visa,2022-06-10 09:43:41
TXN100141,CUST3675,15119.23,Bhatbhateni,Visa,2023-06-11 05:41:34
TXN100142,CUST2282,158.07,Bhatbhateni,MasterCard,2024-01-08 14:36:45
TXN100143,CUST1709,19049.25,BigMart,Amex,2022-05-08 01:35:02
TXN100144,CUST5744,36914.5,Bhatbhateni,Visa,2022-09-01 08:29:34
TXN100145,CUST5413,7586.21,CityExpress,Visa,2024-09-22 16:29:00
TXN100146,CUST4748,25289.62,SastoDeal,Amex,2023-12-12 23:02:47
TXN100147,CUST5779,10694.84,CityExpress,Visa,2025-09-03 06:18:21
TXN100148,CUST1663,3823.74,Bhatbhateni,Amex,2024-09-28 18:10:18
TXN100149,CUST2998,30910.85,BigMart,Visa,2024-12-20 01:26:26
TXN100150,CUST4445,47603.18,SastoDeal,MasterCard,2023-10-12 21:08:01
TXN100151,CUST4743,15604.14,CityExpress,Amex,2022-11-02 06:38:13
TXN100152,CUST2495,29074.23,Bhatbhateni,Visa,2025-03-03 05:37:28
TXN100153,CUST4304,47684.81,BigMart,Visa,2024-08-29 08:44:23
TXN100154,CUST4763,32559.12,Bhatbhateni,Amex,2024-04-29 19:35:14
TXN100155,CUST2853,33688.35,CityExpress,Amex,2022-12-15 21:54:06
TXN100156,CUST5659,9028.53,CityExpress,Amex,2023-05-19 06:54:30
TXN100157,CUST2291,24681.22,SastoDeal,Amex,2023-02-26 16:31:05
TXN100158,CUST4581,18417.43,BigMart,Amex,2022-11-27 02:40:00
TXN100159,CUST4457,23600.75,Daraz,Amex,2024-10-21 06:17:52
TXN100160,CUST2636,40061.25,Bhatbhateni,MasterCard,2023-03-22 05:56:17
TXN100161,CUST4696,23088.88,BigMart,MasterCard,2023-10-01 04:38:22
TXN100162,CUST3999,3236.25,Daraz,Amex,2024-05-02 02:38:04
TXN100163,CUST4152,45286.53,BigMart,Visa,2023-05-26 08:14:53
TXN100164,CUST1698,27286.31,Bhatbhateni,MasterCard,2024-02-17 01:13:42
TXN100165,CUST3160,46232.27,Bhatbhateni,MasterCard,2025-03-09 15:50:05
TXN100166,CUST5097,28660.49,SastoDeal,Visa,2023-10-29 16:27:52
TXN100167,CUST5737,3574.85,CityExpress,MasterCard,2023-01-18 16:37:52
TXN100168,CUST1854,27688.18,CityExpress,MasterCard,2024-11-04 21:01:35
TXN100169,CUST4474,28829.37,CityExpress,Amex,2024-06-16 12:07:27
TXN100170,CUST2707,10795.56,SastoDeal,MasterCard,2022-02-10 14:21:13
TXN100171,CUST3777,23604.35,CityExpress,MasterCard,2023-10-04 12:13:09
TXN100172,CUST2733,23026.13,BigMart,MasterCard,2025-05-04 03:10:33
TXN100173,CUST5931,31181.52,CityExpress,Amex,2022-06-07 07:32:53
TXN100174,CUST4510,13054.74,CityExpress,Visa,2023-09-03 23:09:06
TXN100175,CUST1202,29129.25,Bhatbhateni,Visa,2025-02-09 03:33:14
TXN100176,CUST4255,12123.51,SastoDeal,Visa,2024-04-16 09:00:12
TXN100177,CUST5218,22377.62,SastoDeal,Visa,2022-08-17 12:50:39
TXN100178,CUST5496,6223.01,CityExpress,MasterCard,2023-04-05 20:59:18
TXN100179,CUST1766,1961.3,Daraz,Amex,2024-05-28 11:37:12
TXN100180,CUST5389,16097.31,Bhatbhateni,Amex,2024-01-01 17:22:11
TXN100181,CUST3327,13801.13,CityExpress,MasterCard,2024-07-05 21:39:23
TXN100182,CUST3931,20406.1,Daraz,Visa,2024-09-19 12:29:44
TXN100183,CUST1197,48102.93,BigMart,Amex,2023-01-03 04:17:48
TXN100184,CUST2930,26159.24,Bhatbhateni,MasterCard,2024-08-14 18:49:50
TXN100185,CUST4582,27703.52,SastoDeal,MasterCard,2024-08-03 03:29:10
TXN100186,CUST1608,47085.89,Daraz,MasterCard,2025-03-14 06:29:03
TXN100187,CUST4272,46065.24,CityExpress,MasterCard,2025-10-13 15:56:18
TXN100188,CUST2147,44217.19,Daraz,Amex,2025-03-24 22:28:34
TXN100189,CUST5282,4989.94,SastoDeal,MasterCard,2024-04-28 18:29:07
TXN100190,CUST4397,31751.44,BigMart,Amex,2025-05-08 01:42:25
TXN100191,CUST3511,40424.14,Daraz,MasterCard,2024-10-18 00:54:51
TXN100192,CUST2794,41795.18,CityExpress,MasterCard,2022-04-30 20:52:51
TXN100193,CUST1659,28937.57,Daraz,Amex,2023-10-08 02:46:53
TXN100194,CUST3811,973.03,BigMart,MasterCard,2022-05-30 09:54:23
TXN100195,CUST2369,48688.27,Daraz,Visa,2023-07-05 16:08:41
TXN100196,CUST2986,23662.62,BigMart,Amex,2025-08-29 15:40:56
TXN100197,CUST1146,19740.44,BigMart,Amex,2022-12-15 21:49:17
TXN100198,CUST4219,19807.94,Bhatbhateni,MasterCard,2024-11-12 17:29:16
TXN100199,CUST3911,21265.13,Bhatbhateni,Amex,2024-02-16 20:49:15
TXN100200,CUST2734,12184.82,CityExpress,Amex,2022-05-10 09:44:21
TXN100201,CUST2843,16433.95,CityExpress,Visa,2022-06-07 16:25:19
TXN100202,CUST1488,49269.34,CityExpress,Amex,2023-09-04 12:23:19
TXN100203,CUST3976,18471.58,BigMart,Visa,2025-10-25 08:14:34
TXN100204,CUST2959,26383.58,BigMart,Amex,2025-04-29 04:35:24
TXN100205,CUST3385,42429.88,Bhatbhateni,Visa,2024-03-11 10:37:21
TXN100206,CUST3919,26418.65,BigMart,Amex,2024-10-15 17:12:05
TXN100207,CUST5736,16290.23,Bhatbhateni,Amex,2022-11-02 14:46:57
TXN100208,CUST2802,26235.17,Daraz,Visa,2024-12-15 01:59:21
TXN100209,CUST5061,5792.91,CityExpress,Visa,2023-12-19 13:03:11
TXN100210,CUST4369,6587.35,CityExpress,Visa,2022-05-18 07:12:46
TXN100211,CUST1262,34735.97,SastoDeal,Amex,2022-02-15 09:39:32
TXN100212,CUST1623,45881.29,Bhatbhateni,MasterCard,2023-01-16 08:24:48
TXN100213,CUST2016,36311.34,SastoDeal,MasterCard,2022-02-05 22:01:45
TXN100214,CUST4643,3823.2,CityExpress,Amex,2024-02-12 05:20:06
TXN100215,CUST5976,20204.49,SastoDeal,Amex,2025-06-06 16:53:06
TXN100216,CUST3049,227.42,Daraz,Visa,2022-11-20 10:58:35
TXN100217,CUST4723,25609.22,SastoDeal,Visa,2024-01-07 07:23:49
TXN100218,CUST5548,9740.9,Daraz,Visa,2022-07-23 04:31:47
TXN100219,CUST4108,43420.52,CityExpress,MasterCard,2023-08-13 14:15:41
TXN100220,CUST5090,5306.32,BigMart,Amex,2022-04-02 13:05:48
TXN100221,CUST3056,171.53,Bhatbhateni,Amex,2024-01-03 11:55:32
TXN100222,CUST4170,22612.19,SastoDeal,MasterCard,2024-12-09 15:19:06
TXN100223,CUST2682,7856.12,Daraz,Visa,2022-09-15 22:38:59
TXN100224,CUST3255,36925.52,CityExpress,Visa,2025-04-18 22:40:24
TXN100225,CUST2154,46004.74,CityExpress,Visa,2025-07-13 12:17:00
TXN100226,CUST5499,2192.71,BigMart,Visa,2025-04-16 05:28:18
TXN100227,CUST4191,19839.55,CityExpress,MasterCard,2022-01-07 07:37:33
TXN100228,CUST2696,49841.07,CityExpress,Visa,2022-05-29 05:28:16
TXN100229,CUST4991,36660.33,BigMart,Visa,2023-03-02 10:36:06
TXN100230,CUST5723,47664.06,CityExpress,MasterCard,2024-04-13 02:55:01
TXN100231,CUST5682,8287.76,Daraz,Visa,2024-08-11 02:36:00
TXN100232,CUST2648,11146.29,SastoDeal,MasterCard,2023-10-21 01:24:38
TXN100233,CUST2445,7825.08,SastoDeal,Visa,2025-06-19 07:26:27
TXN100234,CUST5199,15188.21,Daraz,Amex,2024-01-19 17:16:35
TXN100235,CUST4923,36246.77,SastoDeal,Visa,2024-05-10 10:31:56
TXN100236,CUST1253,8330.84,CityExpress,Amex,2025-01-10 09:34:10
TXN100237,CUST4183,26259.28,SastoDeal,MasterCard,2022-01-30 16:03:42
TXN100238,CUST3557,13533.57,SastoDeal,Visa,2024-05-13 14:38:42
TXN100239,CUST1098,41476.87,CityExpress,Visa,2025-10-24 06:09:12
TXN100240,CUST3200,428.96,SastoDeal,Visa,2022-08-06 09:15:55
TXN100241,CUST3961,11233.44,CityExpress,Amex,2023-08-24 13:23:56
TXN100242,CUST5973,30301.51,BigMart,Visa,2025-02-10 23:47:14
TXN100243,CUST5433,4925.85,BigMart,MasterCard,2023-03-04 08:24:54
TXN100244,CUST4777,23368.98,SastoDeal,Visa,2024-06-10 10:20:13
TXN100245,CUST3869,21866.74,BigMart,MasterCard,2022-11-20 03:02:30
TXN100246,CUST4234,42640.9,SastoDeal,Amex,2022-07-03 00:49:14
TXN100247,CUST4791,31307.32,BigMart,MasterCard,2022-07-24 18:24:57
TXN100248,CUST1956,32021.13,SastoDeal,Amex,2022-07-10 06:36:44
TXN100249,CUST5067,47595.2,Bhatbhateni,Amex,2023-03-20 11:16:42
TXN100250,CUST1160,49119.78,Daraz,Amex,2023-09-11 15:09:39
TXN100251,CUST5493,32704.4,BigMart,MasterCard,2025-05-02 12:28:47
TXN100252,CUST2300,26147.87,CityExpress,MasterCard,2022-11-02 04:32:02
TXN100253,CUST5911,30435.21,Daraz,MasterCard,2024-07-08 21:04:24
TXN100254,CUST4987,19183.94,SastoDeal,Visa,2025-04-08 09:05:02
TXN100255,CUST2527,49374.09,Daraz,MasterCard,2023-04-08 16:39:38
TXN100256,CUST2218,35280.56,CityExpress,Amex,2025-05-01 08:15:08
TXN100257,CUST5496,14621.24,CityExpress,MasterCard,2025-04-16 05:15:18
TXN100258,CUST5735,2982.54,SastoDeal,Amex,2023-11-18 15:45:30
TXN100259,CUST4104,2331.62,BigMart,MasterCard,2023-09-09 12:02:05
TXN100260,CUST3735,10325.16,BigMart,MasterCard,2022-10-13 17:54:43
TXN100261,CUST5555,11722.36,Bhatbhateni,Amex,2023-05-18 06:02:48
TXN100262,CUST1954,20810.77,CityExpress,MasterCard,2024-09-25 00:03:31
TXN100263,CUST5565,10820.82,Bhatbhateni,Visa,2023-03-08 19:30:56
TXN100264,CUST4446,31582.43,CityExpress,Visa,2025-07-26 07:09:23
TXN100265,CUST2045,10641.61,Bhatbhateni,Amex,2022-08-12 22:17:43
TXN100266,CUST2693,9475.04,BigMart,Amex,2025-03-09 00:15:49
TXN100267,CUST4436,23614.73,CityExpress,Amex,2024-06-17 03:05:31
TXN100268,CUST1562,44444.56,BigMart,Visa,2025-07-15 10:53:11
TXN100269,CUST3485,23468.44,Daraz,Amex,2024-09-10 01:47:09
TXN100270,CUST4354,20751.05,BigMart,Amex,2022-09-13 11:03:27
TXN100271,CUST1225,28946.94,CityExpress,Visa,2023-08-27 16:04:24
TXN100272,CUST5893,12934.96,Daraz,Amex,2025-08-01 16:44:13
TXN100273,CUST1959,17736.48,Bhatbhateni,MasterCard,2024-12-27 08:15:51
TXN100274,CUST5548,10770.38,SastoDeal,MasterCard,2023-04-06 15:43:42
TXN100275,CUST4067,28633.32,CityExpress,MasterCard,2023-06-20 02:52:19
TXN100276,CUST1815,34899.64,SastoDeal,MasterCard,2025-03-12 02:21:29
TXN100277,CUST5754,33717.56,SastoDeal,Visa,2023-09-22 20:37:31
TXN100278,CUST5642,12815.41,Daraz,MasterCard,2022-11-15 15:14:04
TXN100279,CUST4120,39004.45,Bhatbhateni,MasterCard,2025-06-21 12:37:24
TXN100280,CUST1016,12872.09,BigMart,Visa,2022-10-25 02:30:00
TXN100281,CUST2243,7600.55,Daraz,Visa,2024-07-17 17:23:09
TXN100282,CUST3205,17555.46,Bhatbhateni,Visa,2022-06-19 03:31:05
TXN100283,CUST3524,29927.43,BigMart,MasterCard,2023-12-16 14:23:48
TXN100284,CUST2069,7185.89,BigMart,Amex,2022-08-04 10:54:37
TXN100285,CUST4444,32439.55,Bhatbhateni,Amex,2025-03-08 01:22:13
TXN100286,CUST3565,43167.09,BigMart,MasterCard,2024-06-27 21:20:19
TXN100287,CUST2060,14727.71,CityExpress,Amex,2025-08-29 20:32:44
TXN100288,CUST3327,22565.31,CityExpress,Amex,2025-06-06 21:27:34
TXN100289,CUST4420,11492.69,Daraz,Visa,2024-07-03 09:45:38
TXN100290,CUST1301,18126.96,BigMart,MasterCard,2024-09-06 14:48:49
TXN100291,CUST5276,1196.33,BigMart,MasterCard,2025-10-28 23:31:28
TXN100292,CUST1606,47693.09,Bhatbhateni,Amex,2023-04-12 22:15:21
TXN100293,CUST4170,20852.92,CityExpress,MasterCard,2022-01-18 15:05:24
TXN100294,CUST1699,39464.62,SastoDeal,Visa,2022-12-01 08:24:50
TXN100295,CUST2139,7217.91,Daraz,Amex,2023-09-07 06:00:47
TXN100296,CUST1190,40636.52,CityExpress,Visa,2025-06-28 20:24:01
TXN100297,CUST3300,43021.35,Bhatbhateni,Amex,2024-06-08 14:13:00
TXN100298,CUST1980,35802.31,Daraz,MasterCard,2023-02-12 09:55:42
TXN100299,CUST3975,45170.1,SastoDeal,Visa,2024-02-25 11:08:41
TXN100300,CUST2184,8443.14,Daraz,Visa,2025-08-07 23:04:57
TXN100301,CUST4327,23876.44,CityExpress,Visa,2024-10-29 22:54:03
TXN100302,CUST4394,31043.47,SastoDeal,Amex,2022-05-05 03:46:37
TXN100303,CUST1127,29850.03,Bhatbhateni,Amex,2024-11-03 08:15:14
TXN100304,CUST3065,43065.94,Daraz,Visa,2022-06-20 15:01:52
TXN100305,CUST2816,10863.0,CityExpress,Visa,2022-10-09 23:37:59
TXN100306,CUST1569,8864.63,Bhatbhateni,Amex,2024-09-24 08:39:19
TXN100307,CUST2895,12743.59,SastoDeal,MasterCard,2023-10-05 12:33:08
TXN100308,CUST3733,44588.35,Daraz,MasterCard,2024-12-27 07:41:24
TXN100309,CUST4863,47057.25,BigMart,Visa,2023-08-19 09:15:20
TXN100310,CUST5721,28524.54,CityExpress,MasterCard,2025-01-21 07:32:48
TXN100311,CUST5014,25118.46,CityExpress,Amex,2023-03-30 19:27:24
TXN100312,CUST3901,30308.74,BigMart,MasterCard,2024-05-31 01:08:38
TXN100313,CUST2686,30853.75,Bhatbhateni,Amex,2023-12-16 20:10:45
TXN100314,CUST4009,8598.2,CityExpress,Visa,2022-05-18 08:57:12
TXN100315,CUST1154,34351.9,Bhatbhateni,MasterCard,2024-08-21 19:00:15
TXN100316,CUST3537,22672.32,SastoDeal,MasterCard,2023-09-29 21:50:02
TXN100317,CUST2409,25917.36,BigMart,Amex,2023-12-03 09:03:32
TXN100318,CUST5057,1612.8,Bhatbhateni,Amex,2024-11-10 06:44:05
TXN100319,CUST1784,38251.38,SastoDeal,Visa,2022-02-09 17:29:53
TXN100320,CUST4175,41787.86,Daraz,Visa,2023-10-02 13:03:41
TXN100321,CUST5341,31009.14,CityExpress,Amex,2024-11-25 08:07:11
TXN100322,CUST3806,37461.31,BigMart,Amex,2025-10-13 00:34:31
TXN100323,CUST1537,26183.03,Daraz,Visa,2024-05-05 11:43:49
TXN100324,CUST2841,30955.83,Daraz,Amex,2022-12-15 06:38:50
TXN100325,CUST3455,19789.13,Daraz,MasterCard,2022-12-06 08:26:12
TXN100326,CUST1524,39614.53,Bhatbhateni,Visa,2023-05-26 12:27:33
TXN100327,CUST3950,23466.72,CityExpress,MasterCard,2022-12-09 19:18:34
TXN100328,CUST5131,34042.62,BigMart,Amex,2024-07-21 04:41:29
TXN100329,CUST5780,31109.33,CityExpress,Visa,2022-06-22 08:03:06
TXN100330,CUST5115,35145.49,CityExpress,Visa,2022-02-21 01:09:53
TXN100331,CUST3368,39282.27,CityExpress,Visa,2022-06-12 22:10:55
TXN100332,CUST4847,25684.4,SastoDeal,Amex,2023-08-29 06:26:14
TXN100333,CUST5495,40671.99,SastoDeal,Visa,2022-06-16 21:30:39
TXN100334,CUST3701,24913.14,SastoDeal,Visa,2022-09-21 18:54:39
TXN100335,CUST1971,47836.05,SastoDeal,Visa,2023-06-28 13:22:46
TXN100336,CUST2166,37658.32,CityExpress,Visa,2025-05-04 20:53:04
TXN100337,CUST5929,8639.97,CityExpress,Amex,2025-04-16 08:51:08
TXN100338,CUST3774,41496.27,BigMart,Visa,2024-06-06 08:35:44
