card_id,customer_id,card_type,card_limit,issue_date
CARD_000255,CUST_02220,Debit,25000,2020-07-09
CARD_000256,CUST_04489,Credit,1000,2021-09-04
CARD_000257,CUST_04798,Credit,5000,2021-10-23
CARD_000258,CUST_03308,Credit,1000,2022-01-24
CARD_000259,CUST_02597,Credit,1000,2022-02-15
CARD_000260,CUST_00784,Credit,25000,2020-05-18
CARD_000261,CUST_02380,Credit,25000,2022-05-25
CARD_000262,CUST_03604,Prepaid,2500,2020-05-12
CARD_000263,CUST_00983,Debit,1000,2021-08-22
CARD_000264,CUST_03943,Debit,1000,2022-08-22
CARD_000265,CUST_02591,Credit,25000,2020-10-02
CARD_000266,CUST_01043,Credit,5000,2020-09-06
CARD_000267,CUST_02539,Prepaid,25000,2021-07-16
CARD_000268,CUST_00862,Debit,5000,2021-11-05
CARD_000269,CUST_01877,Credit,25000,2022-12-15
CARD_000270,CUST_01836,Debit,10000,2022-04-27
CARD_000271,CUST_04209,Credit,1000,2022-12-10
CARD_000272,CUST_03527,Debit,5000,2021-03-05
CARD_000273,CUST_01686,Debit,10000,2021-03-04
CARD_000274,CUST_03402,Debit,5000,2020-04-29
CARD_000275,CUST_01623,Credit,2500,2020-08-11
CARD_000276,CUST_04958,Debit,2500,2022-12-19
CARD_000277,CUST_02658,Debit,1000,2020-06-28
CARD_000278,CUST_01933,Debit,10000,2022-09-17
CARD_000279,CUST_00508,Debit,10000,2021-08-11
CARD_000280,CUST_04562,Prepaid,2500,2022-05-24
CARD_000281,CUST_03479,Debit,1000,2021-10-10
CARD_000282,CUST_02657,Debit,2500,2021-06-15
CARD_000283,CUST_01122,Credit,10000,2022-12-12
CARD_000284,CUST_00290,Credit,5000,2021-12-25
CARD_000285,CUST_02830,Credit,10000,2020-09-22
CARD_000286,CUST_02210,Credit,1000,2022-10-13
CARD_000287,CUST_04813,Prepaid,10000,2022-11-30
CARD_000288,CUST_01401,Debit,25000,2022-10-16
CARD_000289,CUST_00567,Prepaid,10000,2022-10-05
CARD_000290,CUST_01474,Credit,25000,2021-01-03
CARD_000291,CUST_01988,Credit,2500,2021-04-21
CARD_000292,CUST_03788,Credit,25000,2021-08-17
CARD_000293,CUST_03866,Credit,10000,2021-01-31
CARD_000294,CUST_03261,Debit,10000,2020-01-04
CARD_000295,CUST_03548,Debit,10000,2020-08-30
CARD_000296,CUST_03252,Prepaid,1000,2020-02-19
CARD_000297,CUST_01717,Credit,2500,2022-08-10
CARD_000298,CUST_01013,Debit,25000,2020-08-29
CARD_000299,CUST_01311,Credit,5000,2021-02-28
CARD_000300,CUST_04571,Credit,25000,2022-04-29
CARD_000301,CUST_00618,Debit,10000,2022-04-27
CARD_000302,CUST_04737,Credit,5000,2020-04-03
CARD_000303,CUST_04258,Credit,5000,2021-11-14
CARD_000304,CUST_01983,Debit,25000,2021-12-17
CARD_000305,CUST_02229,Prepaid,25000,2021-03-10
CARD_000306,CUST_04821,Debit,25000,2020-01-24
CARD_000307,CUST_00469,Debit,25000,2021-02-16
CARD_000308,CUST_04117,Debit,2500,2021-07-30
CARD_000309,CUST_04356,Credit,1000,2021-06-05
CARD_000310,CUST_01140,Debit,1000,2020-05-18
CARD_000311,CUST_01437,Debit,25000,2021-09-22
CARD_000312,CUST_00537,Credit,1000,2021-09-06
CARD_000313,CUST_00952,Debit,25000,2022-11-03
CARD_000314,CUST_02814,Credit,25000,2021-10-25
CARD_000315,CUST_03007,Credit,25000,2020-01-13
CARD_000316,CUST_03995,Prepaid,2500,2020-08-21
CARD_000317,CUST_01841,Credit,10000,2021-11-13
CARD_000318,CUST_00851,Debit,1000,2021-11-30
CARD_000319,CUST_01972,Debit,1000,2022-03-22
CARD_000320,CUST_01192,Credit,2500,2020-02-29
CARD_000321,CUST_03921,Credit,2500,2020-12-25
CARD_000322,CUST_04629,Debit,25000,2021-02-01
CARD_000323,CUST_02063,Credit,25000,2021-11-07
CARD_000324,CUST_03047,Debit,10000,2021-11-23
CARD_000325,CUST_04400,Prepaid,1000,2022-09-08
CARD_000326,CUST_03559,Prepaid,2500,2022-08-29
CARD_000327,CUST_04512,Prepaid,10000,2020-03-13
CARD_000328,CUST_00305,Credit,1000,2020-10-05
CARD_000329,CUST_04909,Prepaid,10000,2022-09-13
CARD_000330,CUST_02848,Debit,10000,2020-11-14
CARD_000331,CUST_02436,Credit,25000,2022-08-01
CARD_000332,CUST_02805,Credit,10000,2021-11-17
CARD_000333,CUST_01985,Prepaid,25000,2022-08-05
CARD_000334,CUST_03937,Credit,1000,2022-04-27
CARD_000335,CUST_00713,Debit,1000,2020-04-24
CARD_000336,CUST_02896,Credit,25000,2022-12-03
CARD_000337,CUST_01682,Credit,5000,2021-09-05
CARD_000338,CUST_01334,Debit,10000,2021-10-08
CARD_000339,CUST_03199,Debit,1000,2020-02-08
CARD_000340,CUST_00175,Credit,10000,2021-03-02
CARD_000341,CUST_03206,Debit,5000,2021-11-10
CARD_000342,CUST_01417,Debit,10000,2021-12-25
CARD_000343,CUST_01988,Debit,5000,2020-05-15
CARD_000344,CUST_04854,Prepaid,2500,2020-11-01
CARD_000345,CUST_01773,Credit,5000,2021-07-28
CARD_000346,CUST_04267,Debit,1000,2020-03-04
CARD_000347,CUST_01075,Credit,25000,2021-11-25
CARD_000348,CUST_04761,Credit,25000,2022-02-07
CARD_000349,CUST_00592,Debit,10000,2022-12-30
CARD_000350,CUST_02979,Debit,2500,2020-12-05
CARD_000351,CUST_03983,Credit,10000,2022-03-08
CARD_000352,CUST_02411,Debit,5000,2021-01-18
CARD_000353,CUST_00848,Credit,25000,2020-08-27
CARD_000354,CUST_00494,Debit,5000,2021-09-23
CARD_000355,CUST_00546,Debit,25000,2021-10-06
CARD_000356,CUST_05000,Prepaid,25000,2020-03-05
CARD_000357,CUST_02287,Debit,25000,2021-07-10
CARD_000358,CUST_02698,Credit,1000,2022-04-27
CARD_000359,CUST_03838,Debit,5000,2020-06-26
CARD_000360,CUST_01541,Debit,10000,2022-10-14
CARD_000361,CUST_00884,Debit,2500,2021-05-01
CARD_000362,CUST_03957,Debit,10000,2022-01-31
CARD_000363,CUST_03095,Debit,5000,2022-07-14
CARD_000364,CUST_02366,Debit,2500,2021-09-11
CARD_000365,CUST_03348,Credit,10000,2021-03-18
CARD_000366,CUST_03072,Credit,2500,2022-12-11
CARD_000367,CUST_03676,Debit,5000,2021-09-11
CARD_000368,CUST_04716,Credit,25000,2020-12-24
CARD_000369,CUST_00953,Debit,5000,2020-08-17
CARD_000370,CUST_03301,Debit,1000,2022-02-05
CARD_000371,CUST_03736,Credit,2500,2020-03-17
CARD_000372,CUST_03180,Debit,5000,2021-02-17
CARD_000373,CUST_02964,Debit,25000,2020-07-08
CARD_000374,CUST_04028,Debit,25000,2022-06-27
CARD_000375,CUST_03248,Credit,5000,2022-11-02
CARD_000376,CUST_04416,Credit,10000,2020-02-21
CARD_000377,CUST_03358,Debit,5000,2022-09-15
CARD_000378,CUST_04972,Debit,25000,2022-10-21
CARD_000379,CUST_04849,Credit,5000,2020-11-11
CARD_000380,CUST_02705,Credit,1000,2021-01-24
CARD_000381,CUST_01038,Debit,10000,2021-11-27
CARD_000382,CUST_00071,Debit,5000,2022-09-17
CARD_000383,CUST_02875,Debit,25000,2022-12-08
CARD_000384,CUST_00106,Credit,5000,2021-09-27
CARD_000385,CUST_00770,Credit,5000,2021-11-01
CARD_000386,CUST_02010,Debit,2500,2020-10-20
CARD_000387,CUST_02941,Debit,5000,2020-07-20
CARD_000388,CUST_02193,Prepaid,1000,2022-11-23
CARD_000389,CUST_03496,Credit,25000,2020-09-28
CARD_000390,CUST_04312,Credit,2500,2021-02-24
CARD_000391,CUST_04356,Debit,5000,2020-03-15
CARD_000392,CUST_00934,Credit,10000,2022-07-29
CARD_000393,CUST_00575,Credit,1000,2022-03-04
CARD_000394,CUST_03931,Debit,1000,2022-12-05
CARD_000395,CUST_04381,Prepaid,1000,2020-08-25
CARD_000396,CUST_04088,Credit,2500,2020-01-09
CARD_000397,CUST_02532,Credit,5000,2021-09-28
CARD_000398,CUST_02420,Credit,1000,2020-03-31
CARD_000399,CUST_00070,Debit,5000,2020-06-27
CARD_000400,CUST_04475,Debit,10000,2021-11-13
CARD_000401,CUST_01303,Debit,5000,2022-08-14
CARD_000402,CUST_03815,Credit,5000,2020-04-04
CARD_000403,CUST_02350,Debit,5000,2020-07-30
CARD_000404,CUST_00255,Credit,25000,2022-12-02
CARD_000405,CUST_01708,Debit,2500,2021-10-01
CARD_000406,CUST_04788,Credit,5000,2020-02-16
CARD_000407,CUST_00834,Credit,1000,2021-10-01
CARD_000408,CUST_02765,Credit,25000,2021-03-05
CARD_000409,CUST_02472,Credit,5000,2021-10-19
CARD_000410,CUST_03743,Prepaid,25000,2021-02-14
CARD_000411,CUST_02036,Debit,2500,2021-01-29
CARD_000412,CUST_01968,Debit,25000,2021-08-09
CARD_000413,CUST_00100,Debit,1000,2021-07-20
CARD_000414,CUST_01853,Credit,5000,2022-12-26
CARD_000415,CUST_03184,Debit,1000,2021-10-15
CARD_000416,CUST_02356,Credit,10000,2022-06-22
CARD_000417,CUST_00112,Debit,25000,2020-08-28
CARD_000418,CUST_03159,Credit,25000,2021-07-12
CARD_000419,CUST_00183,Credit,25000,2020-11-01
CARD_000420,CUST_03853,Credit,2500,2020-11-18
CARD_000421,CUST_00165,Credit,1000,2021-07-14
CARD_000422,CUST_02138,Debit,10000,2020-08-22
CARD_000423,CUST_02024,Debit,2500,2020-02-01
CARD_000424,CUST_00455,Credit,2500,2022-11-18
CARD_000425,CUST_02286,Debit,5000,2020-07-28
CARD_000426,CUST_04823,Prepaid,10000,2021-02-27
CARD_000427,CUST_00542,Prepaid,25000,2021-12-18
CARD_000428,CUST_02666,Credit,25000,2021-10-14
CARD_000429,CUST_02450,Debit,5000,2021-07-09
CARD_000430,CUST_04938,Credit,25000,2020-10-16
CARD_000431,CUST_03934,Debit,1000,2021-08-03
CARD_000432,CUST_02887,Debit,25000,2021-05-16
CARD_000433,CUST_04615,Debit,1000,2020-12-16
CARD_000434,CUST_04293,Debit,5000,2020-05-25
CARD_000435,CUST_03905,Debit,5000,2021-09-29
CARD_000436,CUST_01689,Debit,1000,2021-11-24
CARD_000437,CUST_01638,Prepaid,25000,2022-06-27
CARD_000438,CUST_04729,Debit,5000,2020-04-13
CARD_000439,CUST_04671,Prepaid,5000,2020-09-23
CARD_000440,CUST_04083,Debit,1000,2020-02-29
CARD_000441,CUST_01891,Debit,5000,2022-08-22
CARD_000442,CUST_03206,Credit,25000,2020-04-13
CARD_000443,CUST_00478,Credit,5000,2020-08-04
CARD_000444,CUST_02367,Debit,1000,2022-02-24
CARD_000445,CUST_02527,Debit,25000,2020-04-20
CARD_000446,CUST_00367,Debit,10000,2020-06-25
CARD_000447,CUST_01837,Debit,1000,2022-05-23
CARD_000448,CUST_01716,Credit,10000,2022-03-13
CARD_000449,CUST_00013,Credit,5000,2021-01-01
CARD_000450,CUST_00536,Debit,25000,2022-07-02
CARD_000451,CUST_03240,Credit,5000,2021-12-29
CARD_000452,CUST_02318,Debit,25000,2021-10-01
CARD_000453,CUST_04043,Credit,2500,2021-11-11
CARD_000454,CUST_00376,Credit,5000,2021-02-09
CARD_000455,CUST_01725,Prepaid,5000,2022-12-28
CARD_000456,CUST_00257,Debit,5000,2020-06-09
CARD_000457,CUST_02265,Credit,1000,2022-08-11
CARD_000458,CUST_00450,Debit,25000,2020-09-26
CARD_000459,CUST_00894,Credit,25000,2020-07-09
CARD_000460,CUST_03213,Debit,25000,2022-08-17
CARD_000461,CUST_01185,Debit,1000,2020-07-18
CARD_000462,CUST_03224,Credit,25000,2022-07-22
CARD_000463,CUST_01309,Debit,5000,2021-09-27
CARD_000464,CUST_04706,Credit,10000,2022-08-11
CARD_000465,CUST_00917,Credit,2500,2022-08-21
CARD_000466,CUST_00148,Credit,25000,2021-04-19
CARD_000467,CUST_04752,Debit,1000,2021-04-03
CARD_000468,CUST_02115,Debit,1000,2020-10-21
CARD_000469,CUST_04017,Prepaid,25000,2021-06-12
CARD_000470,CUST_03941,Debit,10000,2022-01-14
CARD_000471,CUST_04072,Credit,25000,2022-03-13
CARD_000472,CUST_02796,Credit,1000,2021-01-10
CARD_000473,CUST_00443,Prepaid,2500,2021-11-07
CARD_000474,CUST_02945,Credit,10000,2021-10-27
CARD_000475,CUST_03937,Credit,25000,2022-07-17
CARD_000476,CUST_00399,Debit,2500,2022-09-25
CARD_000477,CUST_01152,Debit,25000,2020-03-02
CARD_000478,CUST_03793,Debit,10000,2020-05-13
CARD_000479,CUST_02996,Credit,1000,2022-08-31
CARD_000480,CUST_02217,Credit,10000,2020-08-19
CARD_000481,CUST_01708,Credit,5000,2021-12-20
CARD_000482,CUST_03332,Credit,25000,2022-09-07
CARD_000483,CUST_01988,Credit,2500,2022-08-02
CARD_000484,CUST_04603,Debit,2500,2020-12-15
CARD_000485,CUST_02569,Debit,10000,2021-08-01
CARD_000486,CUST_00161,Debit,10000,2021-12-14
CARD_000487,CUST_04436,Credit,10000,2020-09-17
CARD_000488,CUST_03905,Debit,2500,2022-11-06
CARD_000489,CUST_03574,Credit,1000,2020-07-29
CARD_000490,CUST_03178,Credit,2500,2022-04-10
CARD_000491,CUST_01826,Debit,1000,2020-08-07
CARD_000492,CUST_03925,Debit,10000,2021-10-29
CARD_000493,CUST_01624,Debit,5000,2020-05-25
CARD_000494,CUST_01177,Debit,2500,2021-09-10
CARD_000495,CUST_04919,Credit,10000,2022-12-27
