customer_id,age,city,join_date,credit_score
CUST_00171,66,Phoenix,2021-04-13,563
CUST_00172,69,Philadelphia,2020-05-18,302
CUST_00173,49,New York,2020-03-05,567
CUST_00174,21,New York,2021-11-07,315
CUST_00175,47,Dallas,2020-05-25,633
CUST_00176,54,Chicago,2022-11-18,763
CUST_00177,40,Houston,2021-05-02,358
CUST_00178,56,New York,2021-07-24,476
CUST_00179,62,Dallas,2022-09-21,362
CUST_00180,32,San Diego,2021-03-14,606
CUST_00181,60,Los Angeles,2020-09-27,545
CUST_00182,46,San Diego,2022-08-26,588
CUST_00183,53,San Antonio,2021-05-12,631
CUST_00184,30,Philadelphia,2022-08-26,826
CUST_00185,49,New York,2022-04-13,554
CUST_00186,24,San Antonio,2021-01-24,809
CUST_00187,68,Austin,2020-07-12,762
CUST_00188,39,San Antonio,2020-07-17,498
CUST_00189,45,Dallas,2022-06-01,570
CUST_00190,19,New York,2021-12-26,363
CUST_00191,59,Los Angeles,2022-05-17,529
CUST_00192,62,Dallas,2022-04-21,548
CUST_00193,74,Dallas,2022-08-14,545
CUST_00194,70,Philadelphia,2020-04-20,456
CUST_00195,23,Philadelphia,2020-07-20,387
CUST_00196,45,Houston,2020-05-04,612
CUST_00197,45,Houston,2022-04-04,365
CUST_00198,61,Phoenix,2021-11-25,319
CUST_00199,61,Chicago,2020-08-11,332
CUST_00200,37,New York,2021-05-24,372
CUST_00201,47,New York,2021-01-27,642
CUST_00202,28,San Antonio,2021-01-24,432
CUST_00203,72,New York,2022-07-07,354
CUST_00204,45,New York,2020-10-14,360
CUST_00205,42,Chicago,2022-05-14,819
CUST_00206,56,Austin,2021-01-10,571
CUST_00207,50,Houston,2021-07-24,545
CUST_00208,18,Houston,2022-08-05,475
CUST_00209,74,Los Angeles,2021-05-26,616
CUST_00210,44,New York,2020-06-03,430
CUST_00211,74,Chicago,2022-06-26,401
CUST_00212,69,Houston,2020-07-19,609
CUST_00213,30,Chicago,2020-04-13,591
CUST_00214,58,San Diego,2020-01-31,794
CUST_00215,20,Austin,2020-07-10,660
CUST_00216,56,New York,2021-04-29,637
CUST_00217,23,Los Angeles,2020-12-06,309
CUST_00218,25,San Antonio,2022-04-12,348
CUST_00219,44,Houston,2022-09-21,786
CUST_00220,26,San Diego,2022-09-12,620
CUST_00221,54,Chicago,2021-03-13,432
CUST_00222,50,Philadelphia,2022-04-01,382
CUST_00223,68,Dallas,2020-04-30,356
CUST_00224,59,New York,2020-12-03,675
CUST_00225,61,New York,2022-02-15,648
CUST_00226,41,San Diego,2020-01-05,570
CUST_00227,32,Chicago,2022-03-10,782
CUST_00228,71,Phoenix,2021-06-27,410
CUST_00229,49,New York,2022-07-20,375
CUST_00230,49,Phoenix,2021-08-07,457
CUST_00231,41,Philadelphia,2022-05-16,831
CUST_00232,58,San Diego,2022-09-23,628
CUST_00233,69,Chicago,2020-11-13,421
CUST_00234,66,Chicago,2021-01-23,340
CUST_00235,66,Austin,2021-08-30,466
CUST_00236,69,Dallas,2021-03-21,322
CUST_00237,29,Houston,2020-04-29,578
CUST_00238,56,Houston,2020-05-04,768
CUST_00239,19,San Antonio,2021-10-04,699
CUST_00240,20,Los Angeles,2020-04-27,308
CUST_00241,66,San Diego,2020-04-12,312
CUST_00242,54,Philadelphia,2022-09-03,351
CUST_00243,66,Chicago,2022-10-26,508
CUST_00244,73,Dallas,2022-12-23,849
CUST_00245,34,Phoenix,2020-11-18,701
CUST_00246,66,San Diego,2020-04-26,490
CUST_00247,19,San Antonio,2022-11-06,350
CUST_00248,19,San Diego,2020-06-13,692
CUST_00249,45,San Antonio,2021-01-15,599
CUST_00250,71,Chicago,2020-05-20,495
CUST_00251,40,Los Angeles,2020-05-19,716
CUST_00252,54,San Antonio,2021-04-26,719
CUST_00253,49,Chicago,2022-04-06,821
CUST_00254,50,Chicago,2020-09-02,655
CUST_00255,18,Los Angeles,2021-05-19,447
CUST_00256,36,Houston,2020-03-22,664
CUST_00257,19,San Diego,2020-06-16,663
CUST_00258,70,New York,2022-05-08,701
CUST_00259,61,New York,2022-12-06,791
CUST_00260,43,Phoenix,2021-10-09,528
CUST_00261,49,Phoenix,2021-06-18,836
CUST_00262,23,New York,2021-02-22,567
CUST_00263,49,Philadelphia,2021-10-05,704
CUST_00264,72,New York,2021-05-03,310
CUST_00265,21,Phoenix,2021-06-27,619
CUST_00266,72,Dallas,2022-03-21,425
CUST_00267,28,Phoenix,2020-09-25,605
CUST_00268,73,Philadelphia,2021-09-06,810
CUST_00269,34,San Diego,2022-07-25,388
CUST_00270,55,New York,2021-10-09,654
CUST_00271,41,Los Angeles,2020-05-28,651
CUST_00272,22,Dallas,2020-01-20,313
CUST_00273,69,Chicago,2022-07-27,556
CUST_00274,51,Philadelphia,2020-07-23,508
CUST_00275,23,Phoenix,2020-05-30,580
CUST_00276,39,Los Angeles,2021-03-12,742
CUST_00277,28,San Antonio,2022-11-02,688
CUST_00278,65,Houston,2021-06-27,782
CUST_00279,33,New York,2020-09-28,446
CUST_00280,50,Houston,2021-12-15,578
CUST_00281,26,Philadelphia,2020-05-20,820
CUST_00282,23,San Antonio,2021-05-15,733
CUST_00283,33,San Antonio,2022-01-26,443
CUST_00284,46,San Antonio,2021-08-06,588
CUST_00285,20,Chicago,2020-11-19,685
CUST_00286,37,Philadelphia,2022-06-16,313
CUST_00287,53,San Diego,2021-09-11,556
CUST_00288,36,Houston,2022-12-19,645
CUST_00289,43,San Diego,2020-01-17,644
CUST_00290,20,Los Angeles,2021-09-05,699
CUST_00291,36,Austin,2020-07-31,506
CUST_00292,37,Dallas,2020-10-02,471
CUST_00293,49,Dallas,2021-06-25,763
CUST_00294,24,San Diego,2020-08-24,569
CUST_00295,69,Austin,2020-08-07,520
CUST_00296,58,Austin,2020-11-14,451
CUST_00297,50,New York,2021-07-11,482
CUST_00298,57,Los Angeles,2021-07-31,698
CUST_00299,56,Philadelphia,2021-03-07,371
CUST_00300,35,Austin,2021-12-03,717
CUST_00301,57,Phoenix,2021-02-20,582
CUST_00302,18,Dallas,2021-06-24,373
CUST_00303,28,Phoenix,2022-11-01,654
CUST_00304,45,Los Angeles,2022-09-27,796
CUST_00305,74,Austin,2021-05-29,627
CUST_00306,42,Houston,2020-04-14,834
CUST_00307,67,Dallas,2020-07-08,746
CUST_00308,40,New York,2022-05-17,672
CUST_00309,48,New York,2021-07-20,661
CUST_00310,47,San Antonio,2020-03-31,392
CUST_00311,59,Chicago,2020-01-08,620
CUST_00312,52,Austin,2021-11-14,623
CUST_00313,24,Los Angeles,2020-09-24,683
CUST_00314,33,Dallas,2021-06-20,645
CUST_00315,43,Chicago,2020-11-26,402
CUST_00316,65,Los Angeles,2022-06-23,514
CUST_00317,74,San Diego,2022-05-25,491
CUST_00318,69,Austin,2020-01-20,493
CUST_00319,66,Philadelphia,2020-08-17,679
CUST_00320,19,Philadelphia,2020-06-03,702
CUST_00321,18,Austin,2020-11-01,310
CUST_00322,65,San Antonio,2020-03-14,486
CUST_00323,29,San Antonio,2022-01-26,314
CUST_00324,22,Philadelphia,2020-10-30,596
CUST_00325,54,Houston,2022-05-30,710
CUST_00326,49,Dallas,2020-09-18,351
CUST_00327,72,Philadelphia,2020-03-26,327
CUST_00328,26,Houston,2021-09-23,316
CUST_00329,58,Chicago,2022-01-16,650
CUST_00330,52,Houston,2020-03-22,727
CUST_00331,36,Chicago,2022-01-02,528
CUST_00332,65,Los Angeles,2021-03-06,509
CUST_00333,33,Phoenix,2021-05-26,730
CUST_00334,20,Los Angeles,2020-07-29,593
CUST_00335,37,Philadelphia,2021-12-25,403
CUST_00336,41,Chicago,2022-04-12,503
CUST_00337,71,Philadelphia,2020-11-12,352
CUST_00338,73,Austin,2021-04-29,674
CUST_00339,50,Dallas,2020-11-28,353
CUST_00340,41,New York,2020-12-28,575
CUST_00341,69,Philadelphia,2022-04-24,634
CUST_00342,28,Dallas,2020-02-20,330
CUST_00343,66,Houston,2021-01-02,434
CUST_00344,25,Los Angeles,2021-11-11,357
CUST_00345,53,Houston,2022-04-23,404
CUST_00346,55,New York,2021-05-23,565
CUST_00347,57,Chicago,2021-06-30,821
CUST_00348,37,Austin,2020-11-22,795
CUST_00349,52,Dallas,2020-08-09,552
CUST_00350,65,Austin,2022-02-22,594
CUST_00351,42,Phoenix,2020-03-20,457
CUST_00352,52,Philadelphia,2022-08-21,848
CUST_00353,42,Chicago,2021-03-31,366
CUST_00354,46,Phoenix,2021-02-12,598
CUST_00355,35,San Diego,2022-07-31,762
CUST_00356,63,Philadelphia,2021-12-17,400
CUST_00357,35,Houston,2021-09-17,355
CUST_00358,19,Los Angeles,2021-04-11,631
CUST_00359,71,Dallas,2021-04-01,692
CUST_00360,52,New York,2020-02-18,680
CUST_00361,33,New York,2021-01-30,391
CUST_00362,58,Houston,2022-03-27,746
CUST_00363,53,San Antonio,2021-11-03,408
CUST_00364,50,New York,2021-07-24,616
CUST_00365,21,Dallas,2020-05-22,467
CUST_00366,50,Houston,2021-07-25,734
CUST_00367,31,Chicago,2021-12-20,741
CUST_00368,38,New York,2022-11-09,517
CUST_00369,65,Austin,2022-03-29,521
CUST_00370,37,Houston,2021-11-09,827
CUST_00371,73,Dallas,2020-02-26,577
CUST_00372,25,Austin,2020-08-24,765
CUST_00373,24,Philadelphia,2021-06-18,329
CUST_00374,20,Philadelphia,2020-12-31,658
CUST_00375,34,New York,2021-06-27,587
CUST_00376,50,Austin,2020-03-19,385
CUST_00377,65,Los Angeles,2020-08-10,533
CUST_00378,29,Philadelphia,2022-06-08,612
CUST_00379,68,Los Angeles,2021-12-08,664
CUST_00380,39,Chicago,2021-10-04,568
CUST_00381,72,Houston,2022-06-12,430
CUST_00382,39,Phoenix,2022-11-13,650
CUST_00383,63,Dallas,2020-08-24,479
CUST_00384,47,Houston,2022-02-27,779
CUST_00385,55,Dallas,2021-01-24,462
CUST_00386,55,Austin,2021-06-05,395
CUST_00387,62,Chicago,2020-03-31,809
CUST_00388,68,San Diego,2022-06-12,664
CUST_00389,71,New York,2020-01-04,652
CUST_00390,25,Dallas,2022-11-30,735
CUST_00391,44,Dallas,2021-02-07,382
CUST_00392,44,Austin,2022-01-15,524
CUST_00393,51,Los Angeles,2022-06-02,711
CUST_00394,38,Houston,2020-05-23,417
CUST_00395,47,San Diego,2021-11-07,781
CUST_00396,50,San Antonio,2021-10-04,491
CUST_00397,45,New York,2020-09-12,406
CUST_00398,64,Phoenix,2021-09-07,681
CUST_00399,50,San Antonio,2022-11-04,689
CUST_00400,22,Houston,2021-09-25,543
CUST_00401,65,New York,2022-04-16,767
CUST_00402,36,Dallas,2021-10-30,837
CUST_00403,21,Phoenix,2022-04-04,509
CUST_00404,52,Los Angeles,2021-08-28,372
CUST_00405,66,San Diego,2020-09-17,608
CUST_00406,34,Los Angeles,2021-01-27,485
CUST_00407,61,Chicago,2022-05-11,552
CUST_00408,45,Austin,2022-02-15,312
CUST_00409,47,New York,2020-12-22,598
CUST_00410,46,Los Angeles,2021-09-08,375
CUST_00411,63,San Antonio,2022-04-11,350
CUST_00412,70,Austin,2020-01-01,448
CUST_00413,23,Los Angeles,2021-09-14,421
CUST_00414,52,Philadelphia,2021-08-10,510
CUST_00415,58,Chicago,2021-03-06,579
CUST_00416,54,Houston,2022-05-30,837
CUST_00417,41,San Diego,2021-10-21,455
CUST_00418,46,Chicago,2022-08-10,537
CUST_00419,66,Austin,2022-06-23,675
CUST_00420,63,Philadelphia,2022-06-24,381
CUST_00421,70,New York,2021-03-13,791
CUST_00422,48,San Antonio,2022-11-12,655
CUST_00423,52,San Diego,2022-08-27,572
CUST_00424,50,San Diego,2020-12-13,343
CUST_00425,69,Chicago,2020-06-22,422
CUST_00426,38,Austin,2021-08-04,648
CUST_00427,49,New York,2022-11-21,629
CUST_00428,40,Dallas,2021-11-17,708
CUST_00429,50,Philadelphia,2020-07-10,622
CUST_00430,20,Dallas,2021-04-26,410
CUST_00431,35,San Antonio,2021-09-27,388
CUST_00432,42,New York,2021-04-05,732
CUST_00433,59,New York,2021-02-11,398
CUST_00434,48,Philadelphia,2020-10-28,838
CUST_00435,71,Phoenix,2020-02-20,445
CUST_00436,20,Dallas,2020-04-04,556
CUST_00437,57,Los Angeles,2021-05-16,488
CUST_00438,63,San Diego,2022-08-31,539
CUST_00439,41,Phoenix,2020-05-29,802
CUST_00440,67,Los Angeles,2022-07-21,570
CUST_00441,49,Austin,2022-04-28,819
CUST_00442,64,Philadelphia,2021-02-02,849
CUST_00443,39,Austin,2022-02-25,413
CUST_00444,40,San Diego,2022-10-09,638
CUST_00445,19,Houston,2022-03-29,658
CUST_00446,44,Los Angeles,2021-05-14,633
CUST_00447,59,Phoenix,2020-10-29,468
CUST_00448,19,Los Angeles,2020-01-12,638
CUST_00449,43,Los Angeles,2020-08-06,560
CUST_00450,34,Philadelphia,2022-05-20,498
CUST_00451,57,Austin,2021-03-24,510
CUST_00452,50,Dallas,2020-12-26,586
CUST_00453,26,Houston,2022-11-26,771
CUST_00454,60,Philadelphia,2022-08-09,781
CUST_00455,71,San Antonio,2020-04-12,322
CUST_00456,65,Philadelphia,2021-05-25,408
CUST_00457,56,San Diego,2020-09-05,595
CUST_00458,46,Houston,2022-07-23,305
CUST_00459,59,New York,2020-09-30,849
CUST_00460,72,San Antonio,2022-08-09,502
CUST_00461,43,Chicago,2022-12-23,624
CUST_00462,52,Philadelphia,2021-10-11,543
CUST_00463,67,Los Angeles,2022-06-25,626
CUST_00464,42,Dallas,2022-10-30,346
CUST_00465,41,New York,2022-05-23,312
CUST_00466,30,Philadelphia,2022-07-02,679
CUST_00467,24,Philadelphia,2020-11-21,664
CUST_00468,74,Phoenix,2022-08-30,641
CUST_00469,53,Phoenix,2022-07-10,520
CUST_00470,62,New York,2021-06-14,372
CUST_00471,37,Austin,2021-05-21,345
CUST_00472,18,Phoenix,2021-07-21,803
CUST_00473,25,Los Angeles,2022-12-03,573
CUST_00474,63,San Antonio,2022-09-19,507
CUST_00475,33,Chicago,2021-05-04,423
CUST_00476,31,Houston,2021-07-16,309
CUST_00477,29,Chicago,2022-06-19,628
CUST_00478,68,Chicago,2020-06-07,486
CUST_00479,40,Houston,2021-08-08,842
CUST_00480,32,Phoenix,2021-04-25,359
CUST_00481,45,New York,2021-07-10,741
CUST_00482,51,Houston,2021-11-18,516
CUST_00483,19,San Diego,2021-10-16,301
CUST_00484,49,Austin,2020-06-14,835
CUST_00485,40,San Antonio,2020-10-10,655
CUST_00486,39,Dallas,2020-11-04,464
CUST_00487,68,Phoenix,2021-04-18,390
CUST_00488,42,Austin,2022-02-23,466
CUST_00489,39,Houston,2020-11-08,506
CUST_00490,39,San Diego,2021-03-14,581
CUST_00491,66,Dallas,2020-05-11,364
CUST_00492,69,San Antonio,2022-04-29,815
CUST_00493,59,San Antonio,2022-04-14,456
CUST_00494,23,Phoenix,2021-11-08,605
CUST_00495,32,Houston,2022-08-12,694
CUST_00496,71,Austin,2022-05-01,373
CUST_00497,60,New York,2020-05-07,486
CUST_00498,54,Austin,2021-02-27,636
CUST_00499,50,Austin,2022-05-10,539
CUST_00500,25,San Antonio,2022-03-08,832
CUST_00501,70,New York,2020-02-10,440
CUST_00502,61,New York,2022-02-18,564
CUST_00503,61,Phoenix,2022-09-03,438
CUST_00504,22,Dallas,2020-01-13,758
CUST_00505,56,Philadelphia,2021-12-21,369
CUST_00506,21,Chicago,2021-09-03,684
CUST_00507,23,Chicago,2022-03-09,497
CUST_00508,62,San Antonio,2022-05-08,504
CUST_00509,49,Philadelphia,2021-03-27,730
CUST_00510,69,Dallas,2022-09-26,624
CUST_00511,47,Philadelphia,2021-03-25,741
CUST_00512,64,Phoenix,2021-07-12,587
CUST_00513,52,Austin,2022-06-11,525
CUST_00514,72,San Antonio,2022-09-21,363
CUST_00515,57,New York,2020-02-29,797
CUST_00516,69,San Antonio,2022-03-07,359
CUST_00517,33,Chicago,2021-11-19,696
CUST_00518,30,Dallas,2022-04-08,556
CUST_00519,67,Philadelphia,2020-12-04,538
CUST_00520,59,Dallas,2022-08-15,337
CUST_00521,47,Phoenix,2020-09-18,324
CUST_00522,36,San Antonio,2022-12-29,709
CUST_00523,34,Houston,2020-02-25,760
CUST_00524,73,San Antonio,2022-03-17,716
CUST_00525,36,New York,2020-02-25,656
CUST_00526,45,San Antonio,2020-06-20,682
CUST_00527,72,San Diego,2022-05-27,457
CUST_00528,43,Phoenix,2020-10-04,732
CUST_00529,54,Los Angeles,2022-08-03,347
CUST_00530,43,Phoenix,2021-01-07,627
CUST_00531,70,Philadelphia,2020-04-12,732
CUST_00532,40,Los Angeles,2021-06-16,730
CUST_00533,26,Philadelphia,2022-02-15,355
CUST_00534,29,Philadelphia,2021-11-01,567
CUST_00535,70,New York,2021-03-09,368
CUST_00536,18,New York,2022-07-20,748
CUST_00537,18,Austin,2021-10-31,556
CUST_00538,64,Chicago,2021-11-22,789
CUST_00539,51,Austin,2022-02-15,348
CUST_00540,49,Austin,2021-07-23,615
CUST_00541,71,Chicago,2022-05-13,712
CUST_00542,65,Houston,2021-05-31,733
CUST_00543,42,Los Angeles,2020-06-16,301
CUST_00544,57,Dallas,2022-08-21,444
CUST_00545,62,Austin,2020-02-09,665
CUST_00546,70,San Antonio,2020-04-16,719
CUST_00547,18,San Antonio,2021-12-17,743
CUST_00548,33,Philadelphia,2021-04-04,733
CUST_00549,56,Chicago,2020-05-20,356
CUST_00550,22,Philadelphia,2020-03-23,477
CUST_00551,39,San Diego,2020-03-04,592
CUST_00552,46,San Diego,2021-05-21,345
CUST_00553,72,Dallas,2021-02-12,469
CUST_00554,20,New York,2020-02-11,570
CUST_00555,29,New York,2020-11-08,716
CUST_00556,43,Chicago,2021-05-03,438
CUST_00557,33,Chicago,2020-09-15,546
CUST_00558,68,Austin,2022-08-27,447
CUST_00559,54,San Diego,2020-08-22,529
CUST_00560,39,Austin,2021-03-22,673
CUST_00561,74,New York,2022-08-10,379
CUST_00562,46,Los Angeles,2021-06-08,364
CUST_00563,31,Los Angeles,2022-01-25,387
CUST_00564,45,Chicago,2020-12-09,387
CUST_00565,22,Philadelphia,2020-08-22,503
CUST_00566,64,New York,2020-12-01,681
CUST_00567,66,Los Angeles,2021-09-29,775
CUST_00568,47,New York,2020-08-09,838
CUST_00569,63,Phoenix,2020-02-22,513
CUST_00570,69,San Antonio,2021-09-30,373
CUST_00571,22,San Diego,2022-02-07,360
CUST_00572,29,Austin,2022-03-23,842
CUST_00573,33,New York,2021-02-10,518
CUST_00574,43,San Antonio,2020-06-04,311
CUST_00575,43,Phoenix,2021-05-12,714
CUST_00576,65,Austin,2020-07-27,331
CUST_00577,38,New York,2021-09-09,459
CUST_00578,56,Chicago,2020-09-04,536
CUST_00579,53,San Antonio,2020-03-25,480
CUST_00580,50,Austin,2021-12-12,640
CUST_00581,47,New York,2022-12-27,757
CUST_00582,54,San Antonio,2022-05-27,379
CUST_00583,40,Phoenix,2022-01-28,772
CUST_00584,27,New York,2020-05-21,411
CUST_00585,71,New York,2022-11-02,591
CUST_00586,22,New York,2021-11-29,682
CUST_00587,53,Dallas,2020-01-26,316
CUST_00588,51,Chicago,2022-05-10,792
CUST_00589,69,Phoenix,2022-09-30,630
CUST_00590,48,Austin,2020-08-04,785
CUST_00591,27,Dallas,2022-06-06,705
CUST_00592,36,Philadelphia,2022-01-11,416
CUST_00593,49,Dallas,2022-07-30,414
CUST_00594,18,San Diego,2020-11-09,848
CUST_00595,73,San Diego,2022-06-10,846
CUST_00596,22,New York,2020-12-26,635
CUST_00597,62,Dallas,2022-12-04,635
CUST_00598,21,Philadelphia,2021-07-07,446
CUST_00599,33,Dallas,2022-09-17,421
CUST_00600,41,Chicago,2022-08-10,380
CUST_00601,33,Chicago,2022-06-11,674
CUST_00602,72,Philadelphia,2021-07-03,362
CUST_00603,19,Dallas,2021-10-22,803
CUST_00604,66,San Antonio,2021-05-17,748
